,sink_pre_siz,source_suc_siz,Common_Following,Common_Follower,Common_Following_With_Sink_Followers,Common_follower_with_source_followings,Jaccard_coefficient,Adamic_adar_index,Cn_soundarajan_hopcroft,Ra_index_soundarajan_hopcroft,Label
13090,126,8737,0,37,569.2598425,8.273746853,0.004531038,3.595481515,40,0,0
13091,2,1225,0,0,83.66666667,0.204730832,0,0,0,0,0
13092,84,232,0,1,30.68235294,11.19313305,0.003134796,0.100364438,1,0,0
13093,3,1676,0,1,167,0.398330352,0.000516529,0.107855975,1,0,0
13094,1,13259,0,1,1041,0.157013575,7.53E-05,0.089771599,1,0,0
13095,7,5929,0,2,360.5,0.486340641,0.000328084,0.208353022,2,0,0
13096,2,204,0,0,10,0.146341463,0,0,0,0,0
13097,183,620,0,2,39.46195652,11.69243156,0.002442002,0.181357269,2,0,0
13098,19,1877,0,2,209.8,2.2342918,0.001054296,0.174560096,2,0,0
13099,1,965,0,0,16,0.033126294,0,0,0,0,0
13100,22,9512,0,1,389.4347826,0.941553663,0.000104362,0.089774293,1,0,0
13101,17,1988,0,2,112.9444444,1.022121669,0.000988142,0.171034289,2,0,0
13102,6,3168,0,0,10,0.022088987,0,0,0,0,0
13103,20,98,0,0,3.761904762,0.797979798,0,0,0,0,0
13104,147,6961,0,1,127.7972973,2.716748061,0.000278979,0.230312925,2,0,0
13105,17,2237,0,2,312.1666667,2.510723861,0.000868432,0.175896269,2,0,0
13106,106,1742,0,17,105.3084112,6.464716007,0.009219089,1.785025994,17,0,0
13107,240,2080,0,5,55.66804979,6.446900529,0.00213858,0.593003398,5,0,0
13108,137,5074,0,51,1005.891304,27.35231527,0.010208012,4.920125897,53,0,0
13109,967,186,0,5,5.52892562,28.62032086,0.005212858,0.560396824,6,0,0
13110,54,142,0,0,1.890909091,0.727272727,0,0,0,0,0
13111,2,3948,0,0,339.3333333,0.257786781,0.000252461,0.085583111,1,0,0
13112,58,2968,0,25,932.6779661,18.53418659,0.008658009,2.414877685,47,0.00033621,0
13113,36,466,0,0,0.351351351,0.027837259,0,0,0,0,0
13114,33,82,0,1,4.5,1.843373494,0.008264463,0.095948831,1,0,0
13115,2,847,0,1,91.66666667,0.324292453,0.001138952,0.073830359,1,0,0
13116,51,1511,0,0,143.2884615,4.927910053,0,0,0,0,0
13117,7,708,0,0,146.875,1.657263752,0,0,0,0,0
13118,77,546,0,1,20.25641026,2.888482633,0.001381215,0.095674287,1,0,0
13119,287,8,0,0,0.010416667,0.333333333,0,0,0,0,0
13120,118,3171,0,13,177.1428571,6.645649433,0.00420926,1.549594109,14,0,0
13121,1,917,0,0,0.5,0.001089325,0,0,0,0,0
13122,72,759,0,17,142.7534247,13.71184211,0.02195122,1.63051489,18,0,0
13123,164,463,0,3,21.55151515,7.663793103,0.007911392,0.433116766,5,0,0
13124,14,967,0,1,28.73333333,0.445247934,0.000917431,0.087131981,1,0,0
13125,165,472,0,2,22.10843373,7.758985201,0.003062787,0.195315247,2,0,0
13126,22,12578,0,0,286.2608696,0.523412036,7.92E-05,0.073830359,1,0,0
13127,9,2149,0,0,3.9,0.018139535,0,0,0,0,0
13128,67,10072,0,18,574.5147059,3.878387769,0.001775498,1.632340645,18,0,0
13129,1,10494,0,1,353,0.067270129,9.53E-05,0.077345085,1,0,0
13130,109,2081,0,5,64.50909091,3.408261287,0.002286237,0.472248461,5,0,0
13131,163,1448,0,29,239.4695122,27.10351967,0.018856065,2.807734665,30,0,0
13132,118,5749,0,17,322.8151261,6.680869565,0.002857143,1.754005758,17,0,0
13133,46,934,0,1,87.42553191,4.394652406,0.00101833,0.087376607,1,0,0
13134,249,370,0,6,35.724,24.07277628,0.011093502,0.750353197,11,0.001107494,0
13135,1,1478,0,1,82.5,0.111561866,0.000665336,0.090642352,1,0,0
13136,1,705,0,0,3,0.008498584,0,0,0,0,0
13137,29,114,0,0,3,0.782608696,0,0,0,0,0
13138,5,2179,0,1,226,0.622018349,0.000457666,0.086953824,1,0,0
13139,34,30,0,0,0.114285714,0.129032258,0,0,0,0,0
13140,68,1608,0,23,462.4927536,19.83343692,0.015114873,2.287531119,48,0.00047652,0
13141,42,105,0,0,9.139534884,3.70754717,0,0,0,0,0
13142,64,1612,0,27,451.5846154,18.19776813,0.01628468,2.518134952,27,0,0
13143,12,1232,0,2,232,2.446066504,0.001527884,0.179623631,2,0,0
13144,2014,1956,477,134,82.25707196,84.69494124,0.012216132,91.2168412,546,0,0
13145,30,599,0,2,36.93548387,1.908333333,0.003149606,0.164106719,2,0,0
13146,528,597,0,1,3.29489603,2.914715719,0.000851064,0.116803307,2,0.000191351,0
13147,2,2807,0,0,70.33333333,0.07514245,0,0,0,0,0
13148,1,1393,0,0,2.5,0.003586801,0,0,0,0,0
13149,88,1488,0,6,32.49438202,1.942243116,0.003414912,0.640234574,10,0.000552768,0
13150,81,1566,0,19,505.8292683,26.4696873,0.011642157,1.674860012,34,0.000277066,0
13151,898,1889,0,13,60.89098999,28.96349206,0.007228045,1.885995821,20,0,0
13152,12,11317,0,0,161.6153846,0.185633504,0,0,0,0,0
13153,1,23435,0,1,1201.5,0.102534562,4.25E-05,0.079917837,1,0,0
13154,23,4747,0,9,1233.666667,6.235888795,0.00188798,0.832009303,9,0,0
13155,37,334,0,0,4.868421053,0.552238806,0,0,0,0,0
13156,160,4326,0,17,437.2236025,16.26831523,0.004242966,1.812416875,19,0,0
13157,29,24439,0,0,79.76666667,0.097913257,4.08E-05,0.09371132,1,0,0
13158,317,5860,0,6,437.9654088,23.76266849,0.001619958,0.95659948,10,0,0
13159,59,1493,0,3,207.1666667,8.319946452,0.003138732,0.450836728,5,0,0
13160,24,6402,0,6,874.32,3.413712322,0.000929944,0.559495663,6,0,0
13161,319,340,0,7,21.353125,20.03812317,0.010638298,0.689190292,7,0,0
13162,1,564,0,0,110,0.389380531,0,0,0,0,0
13163,91,668,0,6,79.86956522,10.98355755,0.007722008,0.587613335,6,0,0
13164,42,4787,0,0,19.20930233,0.17251462,0,0,0,0,0
13165,71,9512,0,1,206.4305556,1.562388311,0.000103831,0.089774293,1,0,0
13166,4,4940,0,0,242,0.244889698,0,0,0,0,0
13167,2,39,0,0,3.333333333,0.25,0,0,0,0,0
13168,153,518,5,6,29.2987013,8.693641618,0.001485332,1.022113686,8,0,0
13169,1648,6419,7,55,55.25773196,14.19314642,0.009160865,9.275874623,75,0,0
13170,4,2582,0,0,486,0.940766551,0,0,0,0,0
13171,4,836,0,0,58.2,0.347670251,0,0,0,0,0
13172,2,37,0,0,0.666666667,0.052631579,0,0,0,0,0
13173,1,9972,0,1,208.5,0.041812895,1.00E-04,0.083581765,1,0,0
13174,24,1104,0,0,6.76,0.152941176,0,0,0,0,0
13175,18,172,0,0,5.789473684,0.63583815,0,0,0,0,0
13176,89,6965,0,14,956.1666667,12.3535745,0.002266289,1.561172918,16,0,0
13177,26,1414,0,1,79.88888889,1.524381625,0.000687285,0.086138656,1,0,0
13178,3,2000,0,0,20,0.03998001,0,0,0,0,0
13179,48,723,0,1,39.7755102,2.69198895,0.002567394,0.165412191,2,0,0
13180,1,5128,0,0,120.5,0.046987717,0,0,0,0,0
13181,205,924,0,18,59.03398058,13.14702703,0.017761989,1.947572628,20,0,0
13182,39,1960,5,0,37.4,0.762876084,0.002182453,0.75500031,5,0,0
13183,177,6132,0,90,1295.668539,37.60459808,0.015727813,9.730130934,170,0.004359824,0
13184,59,10427,0,0,0.466666667,0.002685079,0,0,0,0,0
13185,45,1157,0,0,27.52173913,1.093264249,0,0,0,0,0
13186,11,2046,0,0,125.9166667,0.738153395,0,0,0,0,0
13187,28,8943,0,1,33.03448276,0.107110912,0.000111346,0.083581765,1,0,0
13188,1,3841,0,0,235.5,0.1225924,0,0,0,0,0
13189,3,5884,0,0,37.25,0.025318607,0,0,0,0,0
13190,1,4787,0,0,3.5,0.001461988,0,0,0,0,0
13191,3,2207,0,1,330.25,0.598278986,0.000443656,0.073830359,1,0,0
13192,40,1538,0,2,131.4146341,3.500974659,0.001793186,0.296074196,3,0,0
13193,13,10848,1,2,387.7857143,0.500414785,0.000182899,0.231310157,2,0,0
13194,1,705,0,1,103.5,0.293201133,0.001297017,0.077516816,1,0,0
13195,768,3538,399,82,223.2262679,48.50551003,0.028842772,64.91536165,715,1.117589446,0
13196,16,1375,0,2,164.2352941,2.029069767,0.001367054,0.161707088,2,0,0
13197,1,6134,0,1,1297.5,0.422982885,0.000160979,0.077516816,1,0,0
13198,97,543,0,0,6.142857143,1.106617647,0.001172333,0.073830359,1,0,0
13199,15,1579,0,0,91.875,0.930379747,0,0,0,0,0
13200,4,2001,0,0,93.6,0.233766234,0,0,0,0,0
13201,157,1456,0,1,30.79113924,3.339052848,0.00123839,0.165393546,2,0,0
13202,4,2138,0,2,437.6,1.022907901,0.000933271,0.163650016,2,0,0
13203,6,2123,0,2,267,0.879943503,0.000936768,0.176050207,2,0,0
13204,19,1258,0,0,52.6,0.835583797,0,0,0,0,0
13205,169,2014,0,30,523.8235294,44.19354839,0.014398514,2.874065878,59,0.000763157,0
13206,14,1274,0,7,150.6,1.771764706,0.004791239,0.607226407,7,0,0
13207,107,3655,0,22,295.6481481,8.733588621,0.00576671,2.181783101,22,0,0
13208,42,327,0,0,5.348837209,0.701219512,0,0,0,0,0
13209,9,848,0,0,33.2,0.391048292,0,0,0,0,0
13210,14,1269,0,0,23.4,0.276377953,0,0,0,0,0
13211,21,2034,0,5,184.2727273,1.992137592,0.002925402,0.512690145,6,0,0
13212,1,196,0,1,11.5,0.116751269,0.004975124,0.077968063,1,0,0
13213,1,5934,0,0,126,0.042459983,0,0,0,0,0
13214,45,1333,0,6,159.3478261,5.494752624,0.005032351,0.647688852,7,0,0
13215,199,1367,0,12,167.13,24.43421053,0.008365508,1.254693696,24,0.00063509,0
13216,13,1212,0,6,292.5714286,3.376751855,0.004885993,0.518599604,6,0,0
13217,91,10650,0,44,1911.282609,16.50906018,0.004101417,4.017666192,44,0,0
13218,1,1693,0,0,260,0.306965762,0,0,0,0,0
13219,8,4627,0,0,12.88888889,0.025064823,0,0,0,0,0
13220,76,5819,0,4,184.6233766,2.442611684,0.000678771,0.347887751,4,0,0
13221,33,54,0,0,0.647058824,0.4,0,0,0,0,0
13222,432,6619,0,62,437.0762125,28.58821752,0.010861798,7.426443713,76,0,0
13223,446,10413,114,30,323.7248322,13.89523718,0.009537549,19.73724799,119,0,0
13224,1,326,0,0,1,0.006116208,0,0,0,0,0
13225,1,68,0,0,5,0.144927536,0,0,0,0,0
13226,1,7561,0,0,1531,0.404919334,0.00011861,0.073830359,1,0,0
13227,12,4483,0,1,134.5384615,0.390053524,0.000220897,0.097783315,1,0,0
13228,2,3655,0,0,167.6666667,0.137582057,0,0,0,0,0
13229,107,2211,0,2,113.1203704,5.523056058,0.000849257,0.202948649,2,0,0
13230,37,13259,0,18,2967.105263,8.503016591,0.001352672,1.615052918,34,0.000308519,0
13231,1,5217,0,0,808,0.309697202,0,0,0,0,0
13232,2,201,0,0,11.66666667,0.173267327,0.004761905,0.073830359,1,0,0
13233,9,416,0,2,49.1,1.177458034,0.004705882,0.183968371,2,0,0
13234,76,10427,0,6,753.3246753,5.562523974,0.000666794,0.632209556,7,0,0
13235,582,2550,0,6,33.23670669,7.595844767,0.001916321,0.612229928,6,0,0
13236,25,420,0,0,46.34615385,2.862232779,0,0,0,0,0
13237,92,310,0,1,4.225806452,1.263665595,0.002375297,0.092856859,1,0,0
13238,4,10650,0,0,46.2,0.021688104,0,0,0,0,0
13239,8,2575,0,3,358.4444444,1.252329193,0.001147228,0.262574083,3,0,0
13240,224,7539,0,46,621.8311111,18.55596817,0.006444129,4.824389145,50,0,0
13241,3,477,0,0,38.25,0.320083682,0,0,0,0,0
13242,311,2138,0,50,241.0192308,35.15568022,0.026282854,6.210263936,63,0,0
13243,67,280,7,9,26.82352941,6.491103203,0.022608696,1.474194263,23,0.005752925,0
13244,7,1103,0,0,110.125,0.798007246,0,0,0,0,0
13245,90,249,0,3,18.35164835,6.68,0.008797654,0.333589336,6,0.000543837,0
13246,373,5302,11,6,112.0026738,7.899113709,0.002356059,2.004119687,16,0,0
13247,1,319,0,0,1.5,0.009375,0,0,0,0,0
13248,37,155,0,0,10.21052632,2.487179487,0,0,0,0,0
13249,6,3842,0,0,307.1428571,0.559458756,0,0,0,0,0
13250,179,1494,0,3,45.03888889,5.422742475,0.00239521,0.400769713,4,0,0
13251,2,3339,0,0,468.6666667,0.420958084,0,0,0,0,0
13252,33,3295,0,3,370.3529412,3.82038835,0.000902256,0.287379877,3,0,0
13253,40,240,0,0,28.80487805,4.900414938,0,0,0,0,0
13254,107,1493,0,0,9.018518519,0.651941098,0,0,0,0,0
13255,18,4027,0,4,474.3684211,2.237586892,0.000978234,0.398017723,4,0,0
13256,1,1326,0,0,71.5,0.107761869,0,0,0,0,0
13257,1,5760,0,0,121.5,0.042180177,0,0,0,0,0
13258,94,105,0,2,6.736842105,6.037735849,0.009852217,0.203024734,2,0,0
13259,194,2745,0,53,477.7435897,33.92571012,0.018998273,5.732456315,92,0.002131145,0
13260,3,1149,0,0,30,0.104347826,0,0,0,0,0
13261,2,922,0,0,64.33333333,0.209100758,0,0,0,0,0
13262,101,368,0,0,4.058823529,1.12195122,0.00212766,0.073830359,1,0,0
13263,69,462,0,3,58.44285714,8.835853132,0.005291005,0.285150209,3,0,0
13264,74,16042,0,47,2402.386667,11.23100418,0.002967359,4.633722038,48,0,0
13265,16,2053,0,0,18.23529412,0.150925024,0,0,0,0,0
13266,1,3712,0,1,583,0.31403178,0.000265393,0.077516816,1,0,0
13267,219,5221,0,26,380.7045455,16.03887399,0.004792627,2.45576455,26,0,0
13268,132,3070,0,4,115.3759398,4.996743732,0.001247661,0.423757834,4,0,0
13269,49,6464,0,2,106.94,0.827068832,0.000297442,0.164615791,2,0,0
13270,174,210,0,1,2.222857143,1.843601896,0.0025,0.108568906,1,0,0
13271,3,7579,0,1,490.75,0.258970976,0.00013151,0.073830359,1,0,0
13272,16,887,0,0,55.88235294,1.06981982,0,0,0,0,0
13273,266,12064,0,41,1061.168539,23.4837961,0.004429768,5.206071471,55,0,0
13274,139,1796,0,28,291.6071429,22.71841959,0.016789087,2.874184563,61,0.000480207,0
13275,1,5819,0,1,564.5,0.193986254,0.000171792,0.073830359,1,0,0
13276,135,158,0,2,4.558823529,3.899371069,0.006116208,0.183956575,2,0,0
13277,6,24439,0,1,458.8571429,0.131423895,4.09E-05,0.096037847,1,0,0
13278,44,4234,0,1,566.7777778,6.022432113,0.000233372,0.111819504,1,0,0
13279,27,811,0,0,62.21428571,2.145320197,0.001190476,0.077968063,1,0,0
13280,5,1181,0,2,66.33333333,0.336717428,0.00166251,0.215394121,2,0,0
13281,335,70881,0,18,157.9107143,0.748539827,0.000251657,2.138996877,18,0,0
13282,76,9972,0,30,1484.987013,11.46535646,0.002985966,2.819115448,30,0,0
13283,3,10072,0,0,42.75,0.016976075,0,0,0,0,0
13284,11,988,0,2,91.25,1.107178969,0.001960784,0.181597704,2,0,0
13285,25,7542,0,1,787.5384615,2.7145698,0.00013217,0.093976249,2,2.39E-05,0
13286,2,2001,0,0,69.33333333,0.103896104,0,0,0,0,0
13287,155,12064,0,11,430.0320513,5.560298384,0.001296176,1.506515509,16,0,0
13288,30,3569,0,1,286.9677419,2.491876751,0.000276932,0.077516816,1,0,0
13289,1,153,0,0,4,0.051948052,0,0,0,0,0
13290,19,3865,0,7,265.85,1.375323332,0.001796254,0.720827023,7,0,0
13291,2,1213,0,0,225.6666667,0.557660626,0.001648805,0.161707088,2,0,0
13292,3,1773,0,1,43.75,0.098647125,0.000539665,0.089771599,1,0,0
13293,15,805,0,1,40.6875,0.807692308,0.001076426,0.084493733,1,0,0
13294,30,488,0,0,0.290322581,0.018404908,0,0,0,0,0
13295,10,10247,0,5,601,0.645101483,0.000486523,0.480476433,5,0,0
13296,781,70881,0,9,13.92710997,0.153649728,0.000124932,1.209666078,9,0,0
13297,1,1983,0,0,55,0.055443548,0,0,0,0,0
13298,29,9279,0,11,1091.2,3.527586207,0.001179751,1.023934318,11,0,0
13299,1,1517,0,1,293.5,0.386693017,0.000595593,0.073830359,1,0,0
13300,92,156,0,0,1.688172043,1,0,0,0,0,0
13301,73,2915,0,42,912.472973,23.15603567,0.014251781,3.830613,42,0,0
13302,15,528,0,2,50.625,1.531190926,0.003231018,0.160260745,2,0,0
13303,18,2207,0,1,65.78947368,0.566123188,0.000447227,0.085545959,1,0,0
13304,96,817,0,3,72.91752577,8.646699267,0.006578947,0.590741658,6,0,0
13305,70,515,0,3,62.92957746,8.658914729,0.0046875,0.257877943,3,0,0
13306,56,662,0,14,188.0526316,16.16742081,0.019858156,1.218813768,14,0,0
13307,18,2471,0,6,308.0526316,2.367718447,0.002737583,0.576152871,7,0,0
13308,903,893,39,12,13.79424779,13.94854586,0.001011583,7.277400626,40,0,0
13309,4,550,0,2,91.4,0.829401089,0.004731861,0.230956379,3,0,0
13310,20,8549,0,5,1054.52381,2.59005848,0.000582411,0.5171539,5,0,0
13311,350,261,0,3,4.501424501,6.030534351,0.004255319,0.300127507,3,0,0
13312,26,447,0,2,16.37037037,0.986607143,0.006302521,0.34029288,3,0,0
13313,48,9552,0,4,360.5918367,1.849576049,0.000416146,0.438217777,4,0,0
13314,1,427,0,0,28.5,0.13317757,0,0,0,0,0
13315,1,1943,0,0,52.5,0.054012346,0,0,0,0,0
13316,7,2534,0,0,90.625,0.285996055,0,0,0,0,0
13317,24,932,0,3,67.08,1.797427653,0.003102378,0.246200821,3,0,0
13318,4,2785,0,0,197.2,0.353912419,0,0,0,0,0
13319,2,275,0,0,1,0.010869565,0,0,0,0,0
13320,2,135,0,0,1.333333333,0.029411765,0,0,0,0,0
13321,7,2136,0,1,171.5,0.642021526,0.000446229,0.086953824,1,0,0
13322,2,216,0,0,18.66666667,0.258064516,0,0,0,0,0
13323,1,1371,0,0,71.5,0.104227405,0,0,0,0,0
13324,162,959,0,4,98.84662577,16.78333333,0.005277045,0.592792403,6,0,0
13325,119,701,1,0,4.933333333,0.843304843,0.000611995,0.095335499,1,0,0
13326,2,2219,0,0,121.3333333,0.163963964,0,0,0,0,0
13327,71,2493,0,15,328.75,9.490777867,0.00662768,1.812558921,26,0.002685069,0
13328,290,155,0,1,7.350515464,13.71153846,0.004415011,0.201029589,2,0,0
13329,11,5715,0,3,804.5833333,1.689118265,0.000524109,0.296974934,3,0,0
13330,49,771,0,8,158,10.23316062,0.009356725,0.719969753,8,0,0
13331,46,507,0,1,94.59574468,8.751968504,0.003552398,0.174899823,2,0,0
13332,26,1999,0,1,134.1851852,1.8115,0.001464844,0.2894019,3,0,0
13333,3,610,0,0,94.75,0.620294599,0,0,0,0,0
13334,27,1666,0,2,181.1785714,3.043191362,0.001120448,0.181196463,2,0,0
13335,7,7986,0,2,1543.875,1.54638788,0.000250125,0.191354844,2,0,0
13336,7,131,0,0,7.625,0.462121212,0,0,0,0,0
13337,8,2383,0,0,59.88888889,0.226090604,0,0,0,0,0
13338,104,444,0,0,12.60952381,2.975280899,0,0,0,0,0
13339,92,3694,0,18,537.6451613,13.53207037,0.004756871,1.719427945,18,0,0
13340,220,7561,0,67,529.6108597,15.4779159,0.008040084,7.243204721,69,0,0
13341,97,1170,0,1,7.724489796,0.64645602,0.000770416,0.100913574,1,0,0
13342,1,2003,0,0,250,0.249500998,0,0,0,0,0
13343,78,220,0,1,18.15189873,6.488687783,0.003322259,0.105635308,1,0,0
13344,41,147,0,0,12.69047619,3.601351351,0,0,0,0,0
13345,1,4544,0,0,56.5,0.024862486,0,0,0,0,0
13346,12,123,0,0,7.461538462,0.782258065,0,0,0,0,0
13347,3,2948,0,0,358.5,0.486266531,0,0,0,0,0
13348,39,116,0,0,1.5,0.512820513,0,0,0,0,0
13349,1,119,0,0,5,0.083333333,0,0,0,0,0
13350,2,601,0,0,2.333333333,0.011627907,0,0,0,0,0
13351,3,1988,0,0,39.5,0.079436903,0,0,0,0,0
13352,75,317,0,2,11.55263158,2.761006289,0.004796163,0.161707088,2,0,0
13353,69,463,0,1,22.45714286,3.387931034,0.001845018,0.09086604,1,0,0
13354,755,9909,0,45,59.07936508,4.506962664,0.005324615,7.963552449,57,0,0
13355,57,8053,0,27,1577.965517,11.36354606,0.003290275,2.543744518,51,0.000570828,0
13356,12,1423,0,1,117,1.068117978,0.001389854,0.199371038,2,0,0
13357,115,6442,0,46,1170.413793,21.07217135,0.007248565,4.481952601,48,0,0
13358,75,2235,0,0,60.15789474,2.044722719,0,0,0,0,0
13359,6,549,0,1,31.57142857,0.401818182,0.001697793,0.113488014,1,0,0
13360,62,3867,0,2,405.6825397,6.607549121,0.000761421,0.286997487,3,0,0
13361,8,136,0,0,2.666666667,0.175182482,0,0,0,0,0
13362,60,538,1,1,15.50819672,1.755102041,0.003095975,0.397064115,3,0,0
13363,8,1983,0,2,259.4444444,1.176915323,0.001001502,0.17500871,2,0,0
13364,352,1182,0,31,86.20963173,25.72442942,0.02331443,3.970930979,37,0,0
13365,18,1609,0,2,124.4210526,1.468322981,0.00122549,0.197514524,2,0,0
13366,139,686,0,3,48.61428571,9.906841339,0.003649635,0.29271959,3,0,0
13367,6,1069,0,1,69.28571429,0.453271028,0.000904977,0.095335499,1,0,0
13368,7,3372,0,0,94.125,0.223243403,0,0,0,0,0
13369,2,2918,0,0,292,0.300102775,0,0,0,0,0
13370,7,967,0,0,59,0.487603306,0,0,0,0,0
13371,242,885,0,19,57.01234568,15.63656885,0.017256255,2.079128707,27,0.002436356,0
13372,551,5715,145,66,280.5271739,27.09079776,0.017940633,25.02696522,165,0,0
13373,2,270,0,0,23,0.254612546,0,0,0,0,0
13374,30,9127,0,20,2815.290323,9.561130587,0.002188184,1.888735172,40,0.000873679,0
13375,7,7539,0,1,193.375,0.205172414,0.000131735,0.086953824,1,0,0
13376,8,250,0,2,20.22222222,0.725099602,0.006968641,0.163947203,2,0,0
13377,18,932,0,1,93.68421053,1.907824223,0.001044932,0.131511496,1,0,0
13378,15,399,0,0,8.5625,0.3425,0,0,0,0,0
13379,109,6961,0,1,134.7181818,2.128555013,0.000280466,0.182879448,2,0,0
13380,111,2442,0,29,468.9910714,21.50102333,0.011288439,2.634525192,29,0,0
13381,1,1375,0,0,18,0.026162791,0,0,0,0,0
13382,342,3543,5,14,57.57725948,5.57251693,0.003902146,3.134748637,26,0,0
13383,41,4274,0,4,282.0952381,2.771461988,0.000925069,0.334011384,4,0,0
13384,14,3045,0,0,96.73333333,0.476362443,0,0,0,0,0
13385,22,11933,0,2,1024.695652,1.97486174,0.000167056,0.181750794,2,0,0
13386,265,1452,0,22,89.37593985,16.36200964,0.014749263,2.615325561,25,0,0
13387,26,4200,6,4,229.1481481,1.472744585,0.001778173,0.959636096,8,0,0
13388,49,1647,0,0,8.94,0.271237864,0,0,0,0,0
13389,1,2526,0,0,198,0.156707558,0,0,0,0,0
13390,276,873,0,14,47.77256318,15.14073227,0.012251149,1.638106152,16,0,0
13391,2,3797,0,0,3,0.002369668,0,0,0,0,0
13392,1,710,0,0,30.5,0.085794655,0,0,0,0,0
13393,43,8318,0,10,964.1590909,5.099531194,0.00131516,1.044280533,11,0,0
13394,191,6442,0,69,955.03125,28.45972373,0.010333982,6.759142958,69,0,0
13395,29,1220,0,2,80.5,1.977886978,0.001603849,0.168467597,2,0,0
13396,25,12578,0,12,1673.807692,3.459654981,0.000950947,1.10605218,12,0,0
13397,5,2733,0,2,217.8333333,0.478054133,0.000721761,0.168175935,2,0,0
13398,1,2559,0,1,134,0.1046875,0.000389408,0.092856859,1,0,0
13399,82,719,0,21,133.4939759,15.38888889,0.025641026,1.895427406,21,0,0
13400,35,62,0,0,2.472222222,1.412698413,0,0,0,0,0
13401,12,3712,0,0,16.15384615,0.056558039,0,0,0,0,0
13402,95,17372,0,29,1378.135417,7.615322627,0.001662653,2.61737574,29,0,0
13403,4,2556,0,0,38,0.074305827,0.000778816,0.267854911,2,0,0
13404,32,133,0,2,13.75757576,3.388059701,0.011627907,0.204307621,2,0,0
13405,2,1944,0,0,14,0.02159383,0,0,0,0,0
13406,60,3483,0,4,273.9508197,4.796498278,0.001959138,0.637507424,7,0,0
13407,1,77,0,0,0.5,0.012820513,0,0,0,0,0
13408,2,6520,0,0,47.33333333,0.021775801,0,0,0,0,0
13409,1,3324,0,0,468.5,0.281804511,0,0,0,0,0
13410,222,1446,0,3,21.15695067,3.260539046,0.002398082,0.365672108,4,0,0
13411,98,2200,0,15,336.8383838,15.15084053,0.006516073,1.346983213,15,0,0
13412,264,71,0,0,2.222641509,8.180555556,0,0,0,0,0
13413,173,113,0,0,7.25862069,11.07894737,0,0,0,0,0
13414,121,1749,0,3,40.86885246,2.849142857,0.001604278,0.272629252,3,0,0
13415,5,1854,0,0,241,0.779514825,0,0,0,0,0
13416,236,5979,340,86,347.907173,13.78829431,0.043140535,56.83903953,633,0.943347317,0
13417,19,7015,0,4,538.45,1.534920182,0.000566251,0.341248874,4,0,0
13418,297,1201,5,4,24.63087248,6.106489185,0.008253968,1.838028712,13,0,0
13419,32,95,0,0,1.96969697,0.677083333,0,0,0,0,0
13420,1,156,0,0,3.5,0.044585987,0,0,0,0,0
13421,55,1755,0,15,296.7857143,9.464692483,0.009460211,1.574160124,17,0,0
13422,73,4963,0,25,961.5540541,14.33420629,0.005361398,2.544860208,27,0,0
13423,77,1479,0,1,55.97435897,2.95,0.000634518,0.089222722,1,0,0
13424,154,2809,0,27,335.5741935,18.51032028,0.010155721,2.837911622,30,0,0
13425,101,4566,0,21,854.5784314,19.08627108,0.005804312,2.683769352,50,0.001371714,0
13426,60,2002,0,17,304.8196721,9.283075387,0.009056244,1.865777811,19,0,0
13427,12,883,0,3,112.6923077,1.657239819,0.003236246,0.274497212,3,0,0
13428,2,1469,0,1,128,0.26122449,0.000658762,0.077516816,1,0,0
13429,142,613,0,1,29.28671329,6.820846906,0.001272265,0.087876729,1,0,0
13430,2,145,0,1,7.666666667,0.157534247,0.002762431,0.073830359,1,0,0
13431,51,393,0,1,21.63461538,2.855329949,0.002247191,0.077516816,1,0,0
13432,36,240,0,1,19.89189189,3.053941909,0.009868421,0.339295153,5,0.00059079,0
13433,1,3885,0,1,563,0.289758106,0.000257334,0.077516816,1,0,0
13434,235,128,0,0,4.843220339,8.860465116,0,0,0,0,0
13435,4,277,0,0,12.2,0.21942446,0,0,0,0,0
13436,4,159,0,0,2.2,0.06875,0,0,0,0,0
13437,114,1286,7,1,43.06956522,3.848484848,0.002779984,0.848304155,7,0,0
13438,2,582,0,0,10.33333333,0.053173242,0,0,0,0,0
13439,2,943,0,1,115.3333333,0.366525424,0.001057082,0.09371132,1,0,0
13440,1,1149,0,0,28,0.048695652,0,0,0,0,0
13441,4,652,0,1,89.8,0.687595712,0.001506024,0.077516816,1,0,0
13442,98,837,0,0,38.19191919,4.511933174,0,0,0,0,0
13443,59,1179,0,15,189.4166667,9.631355932,0.01183899,1.346230927,15,0,0
13444,11,4048,0,0,79.5,0.235613732,0,0,0,0,0
13445,43,5634,0,18,420.0454545,3.27985803,0.003178527,1.609944112,18,0,0
13446,16,10973,0,1,113.4117647,0.17568799,9.04E-05,0.095357793,1,0,0
13447,3,423,0,0,1,0.009433962,0,0,0,0,0
13448,1769,196,0,3,2.803954802,25.1928934,0.002543235,0.748905537,5,0,0
13449,3,2207,0,0,25.25,0.045742754,0,0,0,0,0
13450,166,837,12,10,29.65269461,5.909307876,0.009635974,2.332498699,18,0,0
13451,1,9419,0,0,29.5,0.00626327,0,0,0,0,0
13452,1,430,0,0,60,0.278422274,0,0,0,0,0
13453,31,206,0,0,2.46875,0.381642512,0,0,0,0,0
13454,1,70,0,0,0,0,0,0,0,0,0
