,sink_pre_siz,source_suc_siz,pre_pre_cos,suc_pre_cos,uhi,Common_Follower,Common_Following_With_Sink_Followers,Common_follower_with_source_followings,Resource_allocation_index,Within_inter_cluster,Label
14618,54,38,0,0,0.023865954,0,0.309090909,0.435897436,0,0,0
14619,18,947,0,0,0.007514519,0,3.368421053,0.067510549,0,0,0
14620,1,1957,0,0,0.132236002,0,457.5,0.467313585,0,0,0
14621,58,12468,0.094122713,0.032926505,0.104446969,24,1132.457627,5.358489053,0.000640895,0,0
14622,2,2046,0,0,0.084674432,0,34.33333333,0.050317538,0,0,0
14623,37,2390,0.073229129,0.016813967,0.120235703,5,291.3947368,4.631116688,6.48E-05,0,0
14624,81,907,0,0,0.080359299,0,70.65853659,6.381057269,0,0,0
14625,1,2435,0,0,0.067698683,0,250,0.205254516,0,0,0
14626,75,7009,0.056901441,0.016550937,0.130801779,12,352.3815789,3.820399429,0.000475336,0,0
14627,6,363,0,0,0.010484186,0,3.714285714,0.071428571,0,0,0
14628,2,224,0,0,0,0,0,0,0,0,0
14629,44,2361,0.057437969,0.015512996,0.138123243,6,474.1333333,9.033022862,0.000194767,0,0
14630,50,739,0,0,0.034649889,0,11,0.758108108,0,0,0
14631,54,10973,0.163569903,0.020785497,0.119893449,22,1384.563636,6.939219974,0.00055502,0,0
14632,1134,161,0.046953014,0.007021046,0.05688061,5,2.666079295,18.67901235,6.59E-05,0,0
14633,66,2750,0.045249332,0.016430838,0.044694,5,196.4626866,4.784805525,0.001751542,2.99850075,0
14634,7,82,0,0,0.075343971,0,5.625,0.542168675,0,0,0
14635,69,10494,0.208720354,0.045832076,0.180393913,39,2533.157143,16.89575989,0.001036887,4.570775603,0
14636,4,566,0,0,0.11152321,0,53.2,0.469135802,0,0,0
14637,15,1100,0,0.015569979,0.047973933,0,76,1.1044505,0.000171971,0,0
14638,1,7674,0,0,0,0,27.5,0.007166124,0,0,0
14639,32,1809,0.064820372,0.016625156,0.062400779,4,226.4242424,4.128176796,7.62E-05,0.333222259,0
14640,83,1161,0.02288743,0.006442803,0.058432557,2,71.71428571,5.184165232,4.48E-05,0,0
14641,4,2516,0,0,0.111395864,0,57,0.113230036,0,0,0
14642,1,1842,0,0,0.069567486,0,181.5,0.196961476,0,0,0
14643,67,1116,0,0,0.054122304,0,15.89705882,0.967770815,0,0,0
14644,1,1992,0,0,0.112470717,0,15,0.015052684,0,0,0
14645,4,1469,0,0,0.024371109,0,23.2,0.078911565,0,0,0
14646,76,1073,0.050694194,0.017509081,0.070795569,5,87.84415584,6.297951583,0.092772565,0,0
14647,51,1158,0,0,0.087032608,0,59.46153846,2.667817084,0,0,0
14648,1,1999,0,0,0.05531331,0,75,0.075,0,0,0
14649,30,2761,0.014044168,0.006949222,0.093155235,1,291.2258065,3.268645909,5.23E-05,0,0
14650,1,398,0,0,0,0,0,0,0,0,0
14651,107,26,0,0,0.050949338,0,0.62962963,2.518518519,0,0,0
14652,1,6433,0,0,0,0,0,0,0,0,0
14653,4,284,0,0,0.092014127,0,36.6,0.642105263,0,0,0
14654,23,1935,0.097992656,0.02844113,0.068677361,6,276.9166667,3.43285124,4.77E-05,0,0
14655,710,3552,0.056974938,0.017001926,0.031707482,22,66.82137834,13.37179848,0.02391446,0,0
14656,40,3195,0.067790768,0.025175441,0.134589639,10,568.6341463,7.294743429,0.000306717,0,0
14657,280,1937,0.106045973,0.035304456,0.100012209,23,110.6120996,16.03818369,0.610011962,0,0
14658,3,182,0,0,0.05329681,0,8.25,0.180327869,0,0,0
14659,1,2179,0,0,0.039390395,0,30.5,0.027981651,0,0,0
14660,89,1170,0.022663708,0.009296796,0.055745342,4,46.77777778,3.595217763,0.005569029,0,0
14661,33,3602,0.032050294,0.005800977,0.062823432,2,242.1470588,2.285040244,0.000872513,0,0
14662,73,2219,0.029362417,0.009938479,0.018603357,3,28.14864865,0.938288288,0.003691914,0,0
14663,27,6996,0.036661779,0.006902628,0.096391199,3,787.1071429,3.149778476,1.96E-05,0,0
14664,63,499,0,0,0.044161029,0,15.40625,1.972,0,0,0
14665,88,1325,0.122136626,0.055642204,0.101505177,19,144.4831461,9.697586727,0.000754533,0,0
14666,214,976,0.050928109,0.013128631,0.171196643,11,127.055814,27.96008188,0.000761315,0,0
14667,345,3465,0.158705407,0.037499259,0.166785104,42,384.933526,38.42671668,0.002422064,4.249468816,0
14668,51,10233,0.032979481,0.006921232,0.043132982,6,432.9230769,2.199726402,0.000719389,0.499875031,0
14669,9,759,0,0.024198467,0.079793526,0,223.6,2.942105263,4.32E-05,0,0
14670,12,1979,0,0,0.022830961,0,39,0.256060606,0,0,0
14671,36,814,0.090535746,0.035049982,0.114506825,6,176.6216216,8.018404908,0.000172184,0,0
14672,141,1267,0.065232807,0.014195588,0.081545253,6,42.86619718,4.800473186,0.000156759,0,0
14673,66,563,0.049594975,0.015563064,0.077325294,5,39,4.632978723,5.77E-05,0,0
14674,2,455,0,0,0.015895165,0,8,0.052631579,0,0,0
14675,3,5084,0,0.008097232,0.052919863,0,185,0.145526057,2.12E-05,0,0
14676,29,137,0,0,0.03929989,0,0.933333333,0.202898551,0,0,0
14677,115,6616,0.00761387,0.001146445,0.020729028,1,32.37931034,0.567628835,9.12E-05,0,0
14678,4,2387,0,0,0.045794059,0,173.4,0.363065327,0,0,0
14679,4,499,0.081110711,0.022383074,0.062292022,1,94,0.94,1.31E-06,0,0
14680,297,2600,0.056644118,0.007965869,0.088151777,9,72.81879195,8.342945021,0.000189437,0,0
14681,41,282,0,0,0.113891518,0,34.54761905,5.127208481,0,0,0
14682,100,4892,0.006523281,0.001429739,0.017021477,1,38.16831683,0.787860208,1.65E-05,0,0
14683,14,1361,0,0,0.043692372,0,32.26666667,0.355359765,0,0,0
14684,92,3295,0.096779789,0.016346353,0.10266785,9,294.1505376,8.299757282,0.001157268,0,0
14685,102,3572,0.196688501,0.069581451,0.145181394,41,692.5242718,19.96361601,0.002144915,0,0
14686,2,13259,0,0,0.05605352,0,227,0.051357466,0,0,0
14687,67,6965,0.026873695,0.004391605,0.057701315,3,559.1470588,5.458225668,0.000193316,0,0
14688,67,12421,0.069883914,0.013154234,0.173552441,14,1745.911765,9.557398165,0.000890277,0,0
14689,4,6442,0,0,0.054372268,0,460.2,0.357131771,0,0,0
14690,2,3430,0,0,0,0,7.666666667,0.006703585,0,0,0
14691,87,728,0.255608594,0.071523242,0.149362486,18,159.7840909,19.28806584,0.000552356,5.664778407,0
14692,25,1787,0,0,0.055327474,0,38.46153846,0.559284116,0,0,0
14693,75,164,0.010910895,0.009016696,0.054313363,1,9.802631579,4.515151515,2.85E-05,0,0
14694,4,160,0,0,0.032132934,0,13.8,0.428571429,0,0,0
14695,137,272,0.014045553,0.005180304,0.044077417,1,12.18115942,6.157509158,3.79E-05,0,0
14696,157,6182,0.244071841,0.040601835,0.209600848,44,1225.987342,31.32880479,0.002284196,0,0
14697,188,1826,0.035120163,0,0.068395391,4,38.58730159,3.991789819,0.000141725,0,0
14698,2,722,0,0,0.064910408,0,49.66666667,0.206085754,0,0,0
14699,5,8923,0.017975032,0,0.07405411,1,1192.833333,0.801994621,3.55E-05,0,0
14700,99,1943,0.057139942,0.018240469,0.061809004,8,152.16,7.827160494,0.00032873,0,0
14701,29,1607,0.026664297,0.009264523,0.041585404,2,127.9666667,2.387437811,5.51E-05,0,0
14702,259,348,0.125561801,0.016654458,0.070816973,14,13.75769231,10.24928367,0.002346853,0,0
14703,13,4447,0,0,0.051150863,0,279.6428571,0.880170863,0,0,0
14704,131,1456,0.018627433,0.002289727,0.024436714,1,6.946969697,0.629375429,3.76E-05,0,0
14705,34,1670,0.174130431,0.050359748,0.117983446,10,398.7714286,8.352483543,0.000370154,0,0
14706,65,24182,0.008183057,0.003190489,0.039846416,2,176.3939394,0.481412563,9.68E-05,0,0
14707,51,3470,0.131212205,0.033279609,0.128877978,12,531,7.95505618,0.000204108,0,0
14708,1,3795,0,0,0.224533245,0,119.5,0.062961012,0,0,0
14709,24,320,0,0,0.088230278,0,19.48,1.517133956,0,0,0
14710,60,1491,0.055901699,0.010030136,0.138841437,3,199.3442623,8.150134048,4.96E-05,0,0
14711,17,7567,0.013910372,0.002788134,0.040185618,1,254.3888889,0.605047569,3.20E-05,0,0
14712,19,475,0,0,0.022798465,0,3.8,0.159663866,0,0,0
14713,248,5946,0.121233579,0.021410907,0.132542989,27,370.6706827,15.51992601,0.000826587,0,0
14714,166,1123,0.06234191,0.025477028,0.088175793,10,86.25149701,12.81494662,0.000536373,0,0
14715,10,3483,0,0,0.067236826,0,135.3636364,0.427382319,0,0,0
14716,55,4258,0.013690925,0.002066407,0.094315591,1,558.5357143,7.343977459,1.72E-05,0,0
14717,12,7986,0.12186667,0.022612197,0.097096259,6,1752.846154,2.853011143,0.000140666,0,0
14718,5,170,0,0,0.041598044,0,6,0.210526316,0,0,0
14719,55,6433,0.013222147,0.001681171,0.066995899,1,61.78571429,0.537768107,3.84E-05,0,0
14720,9,4447,0.074743509,0.009997126,0.084500758,3,832.5,1.871627698,3.17E-05,0,0
14721,6,545,0,0,0.029971188,0,10.85714286,0.139194139,0,0,0
14722,9,1983,0,0,0.032639562,0,77.3,0.389616935,0,0,0
14723,8,8549,0.045022517,0.011471458,0.063812652,3,1167.666667,1.229122807,3.48E-05,0,0
14724,14,5531,0.037796447,0.003593637,0.092269564,1,410.2,1.112255965,1.45E-05,0,0
14725,5,3854,0,0.007203758,0.084129284,0,224.8333333,0.349935149,2.69E-06,0,0
14726,20,576,0.009528132,0.0186339,0.068052284,2,66.76190476,2.429809359,0.000694866,0,0
14727,25,2647,0.073323558,0.023324067,0.064194216,5,366.3461538,3.597054381,0.000129164,0,0
14728,26,3865,0.013902304,0.003154558,0.043876615,1,181.4074074,1.266942576,7.25E-06,0,0
14729,18,10973,0.01287779,0,0.016805329,1,28.26315789,0.048933844,0.00037092,0,0
14730,294,2471,0.010382177,0.00703949,0.02314314,3,31.48474576,3.757281553,0.011629229,1.999500125,0
14731,1,6154,0,0,0.173291605,0,308,0.100081235,0,0,0
14732,42,397,0,0,0.146423048,0,18.39534884,1.987437186,0,0,0
14733,65,254,0,0,0.050894606,0,4.621212121,1.196078431,0,0,0
14734,263,1212,0.138455174,0.017712131,0.121763645,11,73.01515152,15.8911789,0.000457185,0,0
14735,65,972,0.020299949,0.011935248,0.068141213,3,115.5909091,7.840698869,0.000130451,0,0
14736,14,1829,0.103717477,0.031246339,0.113124267,5,342,2.803278689,6.33E-05,0,0
14737,17,220,0,0,0.040067185,0,3,0.244343891,0,0,0
14738,118,23435,0.046260615,0.00541214,0.020270203,10,170.5714286,0.866103431,0.00585071,0,0
14739,62,473,0.076583958,0.023357888,0.091079249,4,48.01587302,6.38185654,6.74E-05,0,0
14740,63,3759,0.149319582,0.041098272,0.17049774,19,782.078125,13.31196809,0.000285785,4.248937766,0
14741,4,483,0,0,0.027099997,0,11.4,0.117768595,0,0,0
14742,28,521,0,0.008279462,0.03164878,0,21.13793103,1.174329502,7.25E-06,0,0
14743,47,363,0,0,0.060641972,0,18.14583333,2.392857143,0,0,0
14744,13,14,0,0,0.059754432,0,1.714285714,1.6,0,0,0
14745,18,1991,0.092897735,0.021129446,0.073211842,4,209,1.993473896,6.44E-05,0,0
14746,6,4229,0,0.012555544,0.055017691,0,474.5714286,0.78534279,4.46E-06,0,0
14747,2,268,0,0,0.050384335,0,26.33333333,0.293680297,0,0,0
14748,92,13055,0.120367433,0.031023912,0.13797449,33,1714.956989,12.21591605,0.001202337,0,0
14749,72,791,0.068041382,0.03352243,0.076841889,8,92.42465753,8.518939394,0.000183767,0,0
14750,64,70,0,0,0.058980284,0,7.046153846,6.450704225,0,0,0
14751,51,880,0.014760248,0.004720343,0.027914979,1,21.44230769,1.265607264,1.14E-05,0,0
14752,52,2444,0.130776385,0.053296824,0.141725567,15,488.3396226,10.58568507,0.000389197,0,0
14753,8,1885,0,0.008143279,0.037778599,0,53.88888889,0.257158006,9.50E-05,0,0
14754,162,2138,0.268111379,0.06966626,0.158102236,38,363.0122699,27.6629266,0.001369075,0,0
14755,339,7803,0,0.00061485,0.005398251,0,11.45588235,0.499103024,0.000439908,0,0
14756,31,313,0,0,0.027564254,0,8.21875,0.837579618,0,0,0
14757,5,1522,0,0,0.037359171,0,62,0.24425476,0,0,0
14758,47,70881,0.007542499,0,0.102971309,1,447.2291667,0.30285545,1.28E-05,0,0
14759,20,815,0.030714756,0.007832604,0.051124009,1,91,2.341911765,4.42E-05,0,0
14760,2,5884,0.033333333,0.009218254,0.090635578,1,672.6666667,0.342905692,3.68E-06,0,0
14761,87,350,0.009954315,0,0.030790699,1,3.045454545,0.763532764,1.31E-06,0,0
14762,4,3655,0.123796892,0.024811189,0.122818828,4,1378.8,1.885667396,5.03E-05,0,0
14763,7,7579,0,0,0.023804127,0,134,0.141424802,0,0,0
14764,47,70881,0.022627497,0,0.086657796,3,393.9583333,0.266781411,0.000448719,0,0
14765,41,145,0.022780284,0,0.041089618,1,3.69047619,1.061643836,9.45E-06,0,0
14766,5,79,0,0,0.005241424,0,0.166666667,0.0125,0,0,0
14767,42,225,0,0,0.048816461,0,1.720930233,0.327433628,0,0,0
14768,141,1343,0.111515182,0.034470192,0.108381118,16,156.4014085,16.52455357,0.000973488,0,0
14769,36,405,0,0,0.052281288,0,31.43243243,2.86453202,0,0,0
14770,4,1068,0,0,0,0,0.8,0.003741815,0,0,0
14771,4,4245,0,0,0.071650818,0,579.8,0.682760245,0,0,0
14772,51,1012,0,0,0.054358807,0,20.61538462,1.058242843,0,0,0
14773,54,1754,0.066401589,0.022745022,0.093961657,5,175.7636364,5.508262108,0.000523889,0,0
14774,39,259,0,0,0.021900773,0,5.625,0.865384615,0,0,0
14775,11,1414,0,0,0.033334693,0,101.0833333,0.857243816,0,0,0
14776,22,3630,0.055882299,0.014154526,0.051551176,3,429.2608696,2.719085651,6.00E-05,0,0
14777,10,989,0.047673129,0.010055458,0.086072524,1,54.27272727,0.603030303,1.31E-06,0,0
14778,1,2679,0,0,0.097740352,0,574.5,0.428731343,0,0,0
14779,1,130,0,0,0.13420487,0,2,0.030534351,0,0,0
14780,111,2769,0.164484589,0.057720092,0.184966189,31,604.125,24.4267148,0.00162977,0,0
14781,9,12064,0,0.006069642,0.058425468,0,597.3,0.49506838,1.14E-05,0,0
14782,4,3792,0,0.008119623,0.042953047,0,312.8,0.412338518,1.72E-05,0,0
14783,81,540,0.044444444,0.014344383,0.079851638,2,12.13414634,1.839186691,0.001644681,0,0
14784,5,1373,0.082689823,0.024138469,0.115846806,2,219.8333333,0.959970888,1.74E-05,0,0
14785,36,6519,0.049813548,0.010321154,0.108535061,6,1207.621622,6.853067485,0.000248272,0,0
14786,1,124,0,0,0,0,0,0,0,0,0
14787,51,720,0.014598929,0,0.041222967,1,22.92307692,1.653259362,7.25E-06,0,0
14788,35,1170,0.017162483,0,0.043674925,1,26.58333333,0.817250213,1.66E-05,0,0
14789,146,974,0.005055408,0,0.054845201,1,21.97278912,3.312820513,5.10E-05,0,0
14790,72,1461,0.058633129,0.015416247,0.056018983,5,99.78082192,4.982216142,0.000367421,0,0
14791,70,630,0,0.004761905,0.11885484,0,88.4084507,9.94770206,3.68E-06,0,0
14792,92,233,0,0,0.028706695,0,2.010752688,0.799145299,0,0,0
14793,28,181,0,0,0.034067313,0,2.551724138,0.406593407,0,0,0
14794,30,466,0.060858062,0.008457586,0.045304791,1,8.129032258,0.539614561,1.31E-06,0,0
14795,5,418,0,0,0,0,1,0.014319809,0,0,0
14796,47,196,0,0,0.041265361,0,2.708333333,0.659898477,0,0,0
14797,27,1422,0,0,0.084276001,0,103.0357143,2.027406887,0,0,0
14798,39,375,0.188712839,0.041344912,0.12609002,5,65.825,7.002659574,6.23E-05,0,0
14799,1,10236,0,0,0,0,0.5,9.77E-05,0,0,0
14800,52,959,0.018367959,0.008956102,0.0522055,2,65.60377358,3.621875,1.76E-05,0,0
14801,75,1022,0.017407766,0.007223936,0.025983511,1,24.14473684,1.793743891,5.82E-05,0,0
14802,57,2567,0.152008378,0.049671038,0.124638669,18,536.6551724,12.12071651,0.000507521,0,0
14803,41,3948,0.155218562,0.022369795,0.148350317,9,368.5238095,3.919473284,0.000171749,0,0
14804,2,3808,0,0,0.062553935,0,514.6666667,0.405355736,0,0,0
14805,97,388,0.028281757,0.010309278,0.052017929,3,12.75510204,3.213367609,3.77E-05,0,0
14806,88,433,0.019710413,0.005122886,0.045143418,2,32.70786517,6.707373272,0.000225367,0,0
14807,9,4516,0.079808688,0.019840918,0.081661536,3,436.5,0.966349347,8.87E-05,0,0
14808,1,564,0,0,0.101521579,0,25.5,0.090265487,0,0,0
14809,38,506,0.017005426,0.007211622,0.082764609,1,36.61538462,2.816568047,2.58E-05,0,0
14810,17,4348,0.0223036,0.007356323,0.054135146,2,256.5,1.061623362,0.000146705,0,0
14811,11,319,0,0,0.049517136,0,10,0.375,0,0,0
14812,38,5819,0,0,0.011681228,0,29.74358974,0.199312715,0,0,0
14813,30,3695,0.115470054,0.02402825,0.092578336,8,606.1935484,5.084415584,0.000217513,6.993006993,0
14814,7,2950,0.030358837,0.00695889,0.076740941,1,357.875,0.9701796,1.16E-05,0,0
14815,1,232,0,0,0.040495103,0,5,0.042918455,0,0,0
14816,87,487,0.017208958,0,0.031765515,4,10.39772727,1.875,0.000200342,0,0
14817,11,4157,0.146734796,0.028058529,0.127423034,6,1219.416667,3.519240019,8.20E-05,0,0
14818,2,9972,0,0,0.090747021,0,995.3333333,0.299408403,0,0,0
14819,12,3442,0.019607843,0,0.076640212,2,359.8461538,1.358698809,1.18E-05,0,0
14820,11,566,0,0,0.080828017,0,69.25,1.465608466,0,0,0
14821,24,1374,0.033333333,0.011013643,0.070570683,2,139.08,2.528727273,0.000105156,0,0
14822,1,1893,0,0,0,0,5,0.005279831,0,0,0
14823,40,6996,0.030120725,0.005671088,0.150283499,3,944.4878049,5.534371874,5.86E-05,4000,0
14824,29,943,0.063485843,0.024188289,0.046169988,3,72.03333333,2.289194915,0.000249786,0.333222259,0
14825,89,2204,0.093079906,0.038383814,0.15922895,16,444.4666667,18.1414966,0.000403421,0,0
14826,1,8789,0,0,0.033786869,0,52,0.011831627,0,0,0
14827,2,5377,0,0,0.203925756,0,83.33333333,0.046485682,0,0,0
14828,21,423,0,0,0.095740446,0,38.63636364,2.004716981,0,0,0
14829,54,1345,0.049690399,0.014842326,0.043948293,4,86.81818182,3.547548291,8.79E-05,0,0
14830,35,3940,0,0,0.09308685,0,37.25,0.340268967,0,0,0
14831,23,2600,0.113082818,0.016357216,0.050826802,5,98.95833333,0.913110342,0.000106511,0,0
14832,1,928,0,0,0.125799736,0,17,0.036598493,0,0,0
14833,1,1010,0,0,0.050507627,0,20,0.039564787,0,0,0
14834,1,366,0,0,0.069113053,0,8,0.04359673,0,0,0
14835,130,1880,0.032573117,0.004045567,0.103287193,2,107.3740458,7.477937267,0.000165907,0,0
14836,59,9909,0.164089093,0.023541362,0.176456665,23,1758.95,10.64954591,0.000726886,0,0
14837,5,1167,0,0,0.016071882,0,7.666666667,0.039383562,0,0,0
14838,38,1332,0.127759351,0.031113877,0.157462231,7,188.1538462,5.504876219,8.99E-05,0,0
14839,42,318,0,0,0.055694962,0,5.162790698,0.695924765,0,0,0
14840,10,1524,0,0,0.019969384,0,39.72727273,0.286557377,0,0,0
14841,1,2053,0,0,0.088388348,0,11,0.010710808,0,0,0
14842,117,3952,0.042764891,0.011764909,0.120088871,7,248.0338983,7.403996964,0.000160406,0,0
14843,20,2001,0.027116307,0,0.120884405,1,244.4761905,2.564435564,9.59E-06,0,0
14844,51,5893,0.119295847,0.027361377,0.182900172,15,1346.115385,11.87614523,0.000201259,6.496751624,0
14845,58,3044,0.027836908,0.004759854,0.107703036,2,129.8135593,2.515270936,1.15E-05,0,0
14846,4,5367,0,0.006825024,0.144622431,0,471.8,0.439456036,2.43E-06,0,0
14847,4,1535,0,0,0.073950375,0,250,0.813802083,0,0,0
14848,116,510,0.065653216,0.004111364,0.068647302,4,10.1965812,2.334637965,0.000110742,0,0
14849,75,836,0.143684242,0.047923384,0.178788107,12,252.4473684,22.9223417,0.000166133,10.98901099,0
14850,136,1281,0.014494276,0.00718749,0.049779067,1,33.94890511,3.627925117,1.46E-05,0,0
14851,58,1170,0.014037248,0.007677557,0.060981296,2,55.96610169,2.819812126,1.82E-05,0,0
14852,1,4244,0,0,0.031499158,0,46.5,0.021908127,0,0,0
14853,42,6006,0.05434261,0.005973157,0.092121096,4,355.8837209,2.547527884,5.73E-05,0,0
14854,1,10458,0,0,0,0,84.5,0.016158333,0,0,0
14855,13,1815,0,0.006510135,0.022208586,0,63.78571429,0.491740088,0.000944287,1000,0
14856,68,287,0.080845208,0.035791063,0.183874441,4,60.55072464,14.50694444,5.43E-05,3.996003996,0
14857,42,266,0,0,0.030892943,0,7.046511628,1.134831461,0,0,0
14858,181,5085,0.256460845,0.0521177,0.184372595,50,780.489011,27.92941408,0.001356651,0,0
14859,1,375,0.12803688,0.051639778,0.083246849,1,52.5,0.279255319,1.31E-06,0,0
14860,75,1600,0.067893474,0.031754265,0.155571665,11,314.3421053,14.9219238,0.000317443,0,0
14861,1,745,0,0,0,0,0,0,0,0,0
14862,30,2631,0.101997044,0.024915923,0.109848882,7,403.9354839,4.757598784,0.000150182,7000,0
14863,16,1817,0.169637786,0.046919409,0.170141918,8,616.0588235,5.760726073,9.70E-05,0,0
14864,389,4747,0.24816735,0.078004822,0.172277844,106,651.2871795,53.49663016,0.011889283,1.649958751,0
14865,88,203,0.062718151,0.022445635,0.1216933,3,41.87640449,18.26960784,5.87E-05,0,0
14866,1,253,0,0,0,0,0.5,0.003937008,0,0,0
14867,4,1608,0,0,0.043320754,0,39.2,0.121814792,0,0,0
14868,137,412,0.015598365,0.004209118,0.107731591,1,19.98550725,6.677966102,4.88E-05,0,0
14869,30,592,0,0,0.038220095,0,13.83870968,0.723440135,0,0,0
14870,14,341,0.036369648,0,0.070889374,1,13.6,0.596491228,1.31E-06,0,0
14871,1,2327,0,0,0.036563621,0,4,0.003436426,0,0,0
14872,2,2046,0,0,0.055807125,0,76.33333333,0.111871031,0,0,0
14873,1,12,0,0,0,0,0,0,0,0,0
14874,75,173,0,0,0.089282238,0,1.789473684,0.781609195,0,0,0
14875,5,495,0,0,0.05573282,0,39.16666667,0.473790323,0,0,0
14876,43,1333,0.111691419,0.037591807,0.09696519,9,204.3636364,6.740629685,0.00026513,0,0
14877,1,2879,0,0,0.075773812,0,207,0.14375,0,0,0
14878,37,38,0,0,0.030518688,0,1.684210526,1.641025641,0,0,0
14879,3,201,0,0,0.044113872,0,2.25,0.044554455,0,0,0
14880,80,1176,0.166698715,0.055424306,0.185621954,17,200.0864198,13.76975361,0.000306367,0,0
14881,27,274,0.044151079,0.011626335,0.058754011,1,11.46428571,1.167272727,1.31E-06,0,0
14882,14,1883,0,0,0.039211221,0,66.06666667,0.526008493,0,0,0
14883,1,1108,0,0,0,0,0,0,0,0,0
14884,5,1602,0,0,0.027864021,0,35.66666667,0.133499688,0,0,0
14885,203,3780,0.145638267,0.028539482,0.101480652,26,286.8676471,15.47765141,0.001409579,0,0
14886,13,11933,0.038554329,0.005077892,0.070460946,2,1571.714286,1.843807609,4.43E-05,0,0
14887,5,1862,0,0,0.036953322,0,85.16666667,0.274288782,0,0,0
14888,182,1935,0.017417738,0.003370186,0.068704266,3,114.136612,10.78873967,0.035735304,0,0
14889,2,387,0.111803399,0.035944258,0.146553958,1,38.33333333,0.296391753,1.96E-06,0,0
14890,39,14969,0.007860382,0.001308794,0.020761652,1,191.15,0.510754843,0.001176471,0,0
14891,44,10247,0.03343254,0.002978553,0.049231455,3,506.2666667,2.223067916,0.000106024,0,0
14892,6,584,0,0,0.133983327,0,24.85714286,0.297435897,0,0,0
14893,68,2432,0.137586018,0.034426415,0.130893712,11,296.173913,8.399506782,0.000226118,0,0
14894,11,420,0,0,0.035745046,0,8.25,0.235154394,0,0,0
14895,42,3744,0.115055324,0.030261377,0.149962019,12,847.7906977,9.734312417,0.000279353,0,0
14896,45,1749,0.027681827,0.003564502,0.081224724,1,38.08695652,1.001142857,9.45E-06,0,0
14897,23,258,0,0,0.038094855,0,11.04166667,1.023166023,0,0,0
14898,58,1935,0.031808325,0.020895057,0.044021817,7,113.8644068,3.470041322,0.000554693,0,0
14899,1,1968,0.081110711,0,0.089708346,1,378.5,0.384459116,9.45E-06,0,0
14900,6,262,0.07856742,0,0.060596847,1,10,0.266159696,1.14E-05,0,0
14901,1,259,0,0,0.016302671,0,2.5,0.019230769,0,0,0
14902,18,3778,0.022628141,0.007669424,0.046905473,2,279.1578947,1.403545912,6.59E-05,0,0
14903,1,10427,0,0.009793103,0.13019415,0,505,0.096854622,1.31E-06,0,0
14904,7,936,0,0,0.090097038,0,70.125,0.598719317,0,0,0
14905,3,1815,0,0,0.061687371,0,98.5,0.216960352,0,0,0
14906,190,12712,0.108172146,0.02380773,0.08990282,35,734.9162304,11.04137497,0.008365315,0,0
14907,93,1842,0.041907904,0.012080467,0.092893704,7,183.8723404,9.378187737,0.000128142,0,0
14908,34,6975,0.023446804,0.004106941,0.040093489,2,114.8,0.575974771,0.001392879,0,0
14909,1,7800,0,0,0.052357672,0,55.5,0.014228945,0,0,0
14910,4,2624,0,0,0.044405788,0,181.6,0.345904762,0,0,0
14911,383,409,0.118004883,0.032845987,0.162908892,16,44.72395833,41.88780488,0.00240596,0,0
14912,24,6176,0.166324786,0.023376702,0.159764788,9,1860.68,7.530678323,0.000163966,0,0
14913,29,217,0.02900074,0.012605821,0.036941846,1,6.466666667,0.889908257,2.35E-05,0,0
14914,18,1262,0.086386843,0.019904686,0.040355923,3,78.05263158,1.17418844,4.56E-05,0,0
14915,3,14337,0,0,0.063087793,0,277.25,0.07734691,0,0,0
14916,4,1874,0,0,0.05329922,0,192.8,0.514133333,0,0,0
14917,9,6305,0.062645465,0.016791759,0.062657121,4,744.6,1.180780209,0.000439656,2.997002997,0
14918,13,6504,0,0,0.02856801,0,93.42857143,0.201076095,0,0,0
14919,97,2700,0.15857043,0.015632277,0.182917117,10,408.5918367,14.82487967,0.000140093,0,0
14920,3,1112,0,0,0.021774328,0,10.5,0.037735849,0,0,0
14921,95,944,0,0,0.047491074,0,22.60416667,2.296296296,0,0,0
14922,2,1026,0.141421356,0.044151079,0.068246303,2,182.6666667,0.533592989,5.19E-06,0,0
14923,5,1896,0,0,0.04867036,0,202,0.638903532,0,0,0
14924,8,9725,0.038124643,0.007170347,0.084728284,2,541.3333333,0.500925355,1.78E-05,0,0
14925,31,3999,0.036102024,0.002840164,0.068796969,2,601.875,4.815,1.72E-05,0,0
14926,1,346,0,0,0,0,0.5,0.002881844,0,0,0
14927,38,676,0.046142271,0.012478571,0.038236209,5,41.30769231,2.379615953,0.002144911,1.499250375,0
14928,1,4405,0,0,0.031214239,0,70.5,0.032001816,0,0,0
14929,14,161,0,0,0.042638059,0,3.333333333,0.308641975,0,0,0
14930,2,4601,0,0,0.012901679,0,22,0.014341591,0,0,0
14931,6,1392,0,0,0.092134607,0,92.42857143,0.464465183,0,0,0
14932,1,1959,0,0,0.098593785,0,99,0.101020408,0,0,0
14933,198,1994,0.27309478,0.065251227,0.200559864,39,364.959799,36.40451128,0.002220174,2.142704093,0
14934,77,418,0.048871425,0.005573994,0.094229773,4,41.35897436,7.69928401,0.000118102,0,0
14935,46,2507,0.097941116,0.038281352,0.108926549,13,339.3404255,6.359250399,0.000233032,0,0
14936,15,5760,0.01816681,0.006804138,0.06111685,1,142.3125,0.395243881,4.91E-05,0,0
14937,4,2235,0,0,0.06307672,0,250.6,0.560375671,0,0,0
