,sink_pre_siz,source_suc_siz,Common_Following,Common_Follower,Common_Following_With_Sink_Followers,Common_follower_with_source_followings,Resource_allocation_index,Within_inter_cluster,Label
18039,1,486,0,0,0,0,0,0,0
18040,107,6744,0,39,1043.87037,16.71430689,0.001935011,0,0
18041,3,1421,0,0,84.5,0.23769339,0,0,0
18042,2,203,0,0,11.66666667,0.171568627,0,0,0
18043,1,6504,0,0,1392.5,0.428132206,0,0,0
18044,49,240,0,1,9.24,1.917012448,7.25E-06,0,0
18045,3,1786,0,0,9.75,0.021824287,0,0,0
18046,18,2432,0,3,277,2.163173037,6.88E-05,0,0
18047,2,4714,0,0,156.6666667,0.099681866,0,0,0
18048,26,1267,0,2,60.51851852,1.288643533,1.27E-05,0,0
18049,116,127,0,2,2.700854701,2.46875,0.00015647,0,0
18050,96,302,0,0,4.030927835,1.290429043,0,0,0
18051,20,3666,0,0,118.8095238,0.680392692,2.32E-05,0,0
18052,66,7820,0,3,185.1492537,1.586114308,8.84E-05,0,0
18053,86,4178,0,0,20.86206897,0.434314429,0,0,0
18054,1173,20737,0,71,157.346678,8.907560999,0.009928,0,0
18055,47,487,0,1,22.70833333,2.233606557,1.16E-05,0,0
18056,798,13949,2,10,48.46307885,2.775770609,0.016680784,0,0
18057,1,3132,0,0,285,0.181934248,0,0,0
18058,4,653,0,0,35.2,0.26911315,0,0,0
18059,52,8079,0,23,1322.773585,8.676608911,0.00072981,0,0
18060,50,922,0,9,197.1176471,10.89165764,0.000169777,0,0
18061,109,110,0,10,24.88181818,24.65765766,0.000151395,0,0
18062,2,802,0,0,14.33333333,0.053549191,0,0,0
18063,38,7800,0,9,672.9487179,3.364312268,0.000128111,0,0
18064,227,2905,0,48,611.5921053,47.9845148,0.00213129,6.141979717,0
18065,8,2747,0,1,146.1111111,0.47852984,7.25E-06,0,0
18066,64,212,0,0,4.307692308,1.314553991,0,0,0
18067,2,14467,0,2,1848.666667,0.383328725,9.73E-06,0,0
18068,38,4662,0,7,107.3076923,0.897490886,0.000516703,0,0
18069,46,5074,0,16,1076.191489,9.966699507,0.000275999,0,0
18070,25,9387,0,0,116.4615385,0.322539412,0,0,0
18071,312,1246,0,16,137.7348243,34.57177225,0.000983597,0,0
18072,3,550,0,0,2.25,0.016333938,0,0,0
18073,19,5539,0,5,664.2,2.397833935,0.000109232,0,0
18074,26,877,0,2,55.2962963,1.700455581,1.14E-05,0,0
18075,261,2943,0,53,426.8320611,37.9857337,0.00202927,0,0
18076,1,300,0,0,1,0.006644518,0,0,0
18077,24,677,8,2,23.04,0.849557522,0.021300424,0,0
18078,87,4650,0,42,1462.886364,27.67877876,0.001216653,40.95904096,0
18079,159,7803,0,24,329.41875,6.753844182,0.00239646,0,0
18080,3,2131,0,0,100.5,0.188555347,2.69E-06,0,0
18081,2,319,0,1,31.66666667,0.296875,1.31E-06,0,0
18082,2,3645,0,0,399,0.328304992,0,0,0
18083,8,2366,0,2,402.5555556,1.530629489,0.000101499,0,0
18084,156,1660,27,9,152.4012739,14.4051776,0.07024818,0,0
18085,27,1352,0,2,206.6785714,4.277161863,2.18E-05,0,0
18086,215,1704,0,6,64.72685185,8.2,0.001327747,0,0
18087,53,1134,0,1,125.462963,5.969162996,1.21E-05,0,0
18088,47,1078,0,1,33.22916667,1.478220575,7.25E-06,0,0
18089,1,406,0,0,22.5,0.110565111,0,0,0
18090,43,5309,0,15,879.1590909,7.284934087,0.000387344,13.98601399,0
18091,21,280,0,0,6.727272727,0.526690391,0,0,0
18092,9,452,0,0,28.6,0.631346578,0,0,0
18093,2,103,0,0,0,0,0,0,0
18094,39,817,0,2,86.2,4.215158924,3.46E-05,0,0
18095,5,318,0,0,8.833333333,0.166144201,0,0,0
18096,119,663,0,4,61.325,11.08283133,0.000346474,0,0
18097,18,375,0,0,6.947368421,0.35106383,0,0,0
18098,22,4892,0,5,452.2608696,2.125894134,9.07E-05,0,0
18099,67,2659,0,17,395.6470588,10.11428571,0.000462538,0,0
18100,350,1167,4,5,10.94586895,3.289383562,0.002992246,0,0
18101,17,1186,0,0,11.05555556,0.167649537,0,0,0
18102,173,696,0,5,20.40804598,5.094691535,0.000235417,0,0
18103,1,294,0,0,1,0.006779661,0,0,0
18104,12,3195,0,2,334.6153846,1.361076345,0.000323787,0,0
18105,5,5131,0,1,149.5,0.174785659,7.25E-06,0,0
18106,74,11317,0,11,562.7466667,3.729104082,0.000451284,0,0
18107,34,539,0,2,11.68571429,0.757407407,3.75E-05,0,0
18108,1,1111,0,1,162,0.291366906,1.31E-06,0,0
18109,951,24439,614,44,155.9516807,6.074713584,16.5357109,0,0
18110,2,633,0,0,20.33333333,0.096214511,0,0,0
18111,64,780,0,6,112.7846154,9.386683739,0.00057192,0,0
18112,1,5192,0,0,131,0.050452532,0,0,0
18113,28,732,0,0,8.275862069,0.327421555,3.33E-05,0,0
18114,198,2808,0,14,159.6582915,11.31078676,0.006591718,0.769171602,0
18115,2,5491,0,2,1052.333333,0.574836125,3.68E-05,0,0
18116,3,4258,0,0,297.25,0.279173515,9.45E-06,0,0
18117,61,6961,0,1,172,1.531743752,0.000207125,0,0
18118,77,8789,0,25,415.7692308,3.689419795,0.000472788,0,0
18119,50,1955,0,6,89.78431373,2.341002045,0.000392928,0,0
18120,4,4650,0,0,62,0.066652333,0,0,0
18121,21,468,0,0,11.72727273,0.55010661,0,0,0
18122,51,2806,0,22,511.1153846,9.468471678,0.001153915,0,0
18123,18,2721,0,1,112.7894737,0.787288758,0.000405844,0,0
18124,4,231,0,0,2.2,0.047413793,0,0,0
18125,71,14450,0,15,1131.263889,5.636357346,0.001289741,0,0
18126,3,260,0,0,48.25,0.739463602,0,0,0
18127,89,1639,0,4,113.3888889,6.222560976,0.000541661,0,0
18128,6,409,0,0,20.28571429,0.346341463,0,0,0
18129,13,1379,0,1,51.28571429,0.520289855,1.14E-05,0,0
18130,9,5849,0,0,402.2,0.687521368,0,0,0
18131,2,9303,0,0,120,0.038693035,0,0,0
18132,184,8739,0,15,190.8216216,4.039130435,0.002538495,0,0
18133,28,887,0,0,104.0344828,3.397522523,1.57E-05,0,0
18134,363,1657,88,17,97.7967033,21.47044632,0.159623751,0,0
18135,8,169,0,0,13.33333333,0.705882353,0,0,0
18136,8,705,0,2,63.66666667,0.811614731,1.19E-05,0,0
18137,5,99,0,0,1.166666667,0.07,0,0,0
18138,1,2968,0,1,778,0.524082183,1.68E-05,0,0
18139,223,4717,150,35,445.5892857,21.1555744,0.392364811,0,0
18140,73,1659,0,9,228.7972973,10.19939759,0.000473548,0.499937508,0
18141,2,3707,0,0,171,0.138349515,0,0,0
18142,6,2119,0,1,348.1428571,1.149528302,4.68E-05,0,0
18143,8,74,0,0,0.888888889,0.106666667,0,0,0
18144,2,549,0,0,16,0.087272727,0,0,0
18145,16,37,0,0,1.058823529,0.473684211,0,0,0
18146,1,9092,0,0,1.5,0.000329924,0,0,0
18147,46,2945,0,2,424.2340426,6.768160217,8.62E-05,0,0
18148,1,4963,0,0,118.5,0.047743755,0,0,0
18149,19,584,0,0,11.55,0.394871795,0,0,0
18150,70,6520,0,25,982.6338028,10.6988192,0.001684754,0,0
18151,8,4200,0,0,168.7777778,0.361580576,0,0,0
18152,1,857,0,0,49,0.114219114,0,0,0
18153,120,130,0,0,5.107438017,4.717557252,0,0,0
18154,17,4860,0,5,1532.722222,5.675581156,0.000129043,0,0
18155,53,9512,0,2,309.2037037,1.755177126,2.83E-05,0,0
18156,37,8153,0,12,1809.736842,8.433897474,0.000315649,0,0
18157,49,437,0,2,24.64,2.812785388,0.000625011,0,0
18158,77,728,0,8,158.1153846,16.91769547,0.000163471,9000,0
18159,18,596,0,1,24.68421053,0.78559464,1.66E-05,0,0
18160,109,3552,0,26,461.8,14.29721362,0.000906352,0,0
18161,27,723,0,3,37.71428571,1.458563536,6.53E-05,0,0
18162,1,998,0,0,46.5,0.093093093,0,0,0
18163,5,3201,0,0,215.6666667,0.404122423,0,0,0
18164,1,248,0,0,0.5,0.004016064,0,0,0
18165,70,3765,0,26,675.5915493,12.73685608,0.001949355,0,0
18166,24,10168,0,16,1473.52,3.622578425,0.000201419,0,0
18167,53,1515,0,9,207.9444444,7.406992084,0.000115717,0,0
18168,23,1977,0,1,199.875,2.425176946,8.98E-06,0,0
18169,10,13949,0,1,822.6363636,0.648673835,6.10E-05,0,0
18170,6,1369,0,0,70.85714286,0.362043796,0,0,0
18171,7,4616,0,1,137,0.237383582,0.003305184,0.999000999,0
18172,1,2516,0,0,44,0.034962257,0,0,0
18173,1,12468,0,1,1565,0.251022536,2.85E-05,0,0
18174,34,232,0,0,4.342857143,0.652360515,0,0,0
18175,28,1685,0,5,314.4482759,5.408659549,0.001631677,1.249687578,0
18176,1,966,0,0,144.5,0.298862461,0,0,0
18177,21,4102,0,11,1016.772727,5.451864489,0.000142718,0,0
18178,2,1102,0,0,12.66666667,0.034451496,0,0,0
18179,3,2004,0,2,333.5,0.665336658,4.46E-06,0,0
18180,139,2149,0,19,318.4857143,20.73860465,0.000277449,0,0
18181,1,3168,0,1,509.5,0.32155254,1.31E-06,0,0
18182,32,84,0,0,1.515151515,0.588235294,0,0,0
18183,9,793,0,0,40.1,0.505037783,2.35E-05,0,0
18184,39,10247,0,13,2423.225,9.458333333,0.000334492,11.98801199,0
18185,17,189,0,0,12.72222222,1.205263158,0,0,0
18186,143,1912,0,45,210.0555556,15.8118139,0.01388988,2.214127562,0
18187,74,674,0,16,163.2,18.13333333,0.000383758,17000,0
18188,17,3855,0,1,122,0.569502075,1.31E-06,0,0
18189,740,292,14,4,8.705802969,22.01706485,0.044544509,0,0
18190,59,447,0,0,11.26666667,1.508928571,2.60E-05,0,0
18191,3,1990,0,0,344,0.691109995,0,0,0
18192,64,2383,0,7,195.7846154,5.338087248,9.56E-05,0,0
18193,60,14969,0,32,3550.704918,14.46847027,0.00167892,9.996667777,0
18194,60,1905,0,5,94.31147541,3.018363064,0.000493294,0.749812547,0
18195,35,389,0,2,27.05555556,2.497435897,2.90E-05,0,0
18196,156,89,0,0,0.885350318,1.544444444,0,0,0
18197,5,8943,0,2,493.1666667,0.330836315,6.49E-05,0,0
18198,71,1641,0,2,94.29166667,4.134591961,2.79E-05,0,0
18199,3,226,0,0,7.25,0.127753304,0,0,0
18200,24,3372,0,10,288.08,2.135191224,0.000128054,0,0
18201,2,2548,0,0,116.3333333,0.136916438,0,0,0
18202,1,2136,0,0,22.5,0.021057557,0,0,0
18203,9,510,0,0,12.2,0.238747554,0,0,0
18204,34,2689,0,5,133.8857143,1.742007435,0.000120149,0,0
18205,3,2068,0,0,49.5,0.095698405,0,0,0
18206,2,214,0,0,3.666666667,0.051162791,0,0,0
18207,178,5192,0,45,852.0223464,29.36876565,0.002009283,0,0
18208,3,206,0,0,11.5,0.222222222,0,0,0
18209,158,560,0,16,77.77987421,22.04456328,0.000552793,0,0
18210,1,2464,0,0,224,0.181744422,0,0,0
18211,5,2696,0,0,27.33333333,0.060808306,1.76E-05,0,0
18212,25,289,0,2,43.61538462,3.910344828,0.000110413,0,0
18213,132,5885,0,73,1431.827068,32.3535508,0.00426773,0,0
18214,7,896,0,0,41.125,0.366778149,0,0,0
18215,9,1516,0,4,238.5,1.572181938,0.001006554,0,0
18216,77,6621,0,20,752.1794872,8.859861069,0.000401408,0,0
18217,168,330,0,1,4.414201183,2.253776435,1.31E-06,0,0
18218,10,2917,0,2,496.7272727,1.872515422,8.56E-06,0,0
18219,24,3952,0,5,388.52,2.457121174,8.57E-05,0,0
18220,12,1630,0,0,32.30769231,0.25751073,0,0,0
18221,1227,4215,88,82,154.0830619,44.87998102,0.306778424,0,0
18222,482,1099,0,11,60.52587992,26.57636364,0.00267608,0.999857163,0
18223,20,6252,0,0,61.33333333,0.205981129,0,0,0
18224,195,9419,0,58,1119.193878,23.28683652,0.003546147,0,0
18225,24,2167,0,1,253,2.917435424,7.25E-06,0,0
18226,1,701,0,1,116,0.33048433,1.96E-06,0,0
18227,73,518,0,2,13.13513514,1.87283237,4.28E-05,0,0
18228,44,114,0,0,0.777777778,0.304347826,0,0,0
18229,6,1571,0,2,231.4285714,1.030534351,0.000164958,0,0
18230,447,1308,0,9,42.41741071,14.51718869,0.000484155,0,0
18231,17,1423,0,0,30.72222222,0.388342697,0,0,0
18232,1,1521,0,0,146.5,0.192509855,0,0,0
18233,1,1038,0,0,20,0.038498556,0,0,0
18234,112,3233,0,0,22.46017699,0.784786642,0,0,0
18235,1,1954,0,0,54.5,0.055754476,0,0,0
18236,1,6702,0,0,25,0.007459347,0,0,0
18237,295,9329,0,27,492.5067568,15.62508039,0.002772973,0,0
18238,4,675,0,1,70.6,0.522189349,2.50E-06,0,0
18239,13,269,0,1,13.85714286,0.718518519,1.31E-06,0,0
18240,71,243,0,2,25.11111111,7.409836066,2.34E-05,0,0
18241,82,692,0,5,56.03614458,6.711399711,0.000110929,0,0
18242,163,270,0,6,49.75,30.10701107,0.000454512,1.199760048,0
18243,30,343,0,0,14.80645161,1.334302326,0,0,0
18244,44,80,0,1,2.711111111,1.50617284,9.45E-06,0,0
18245,2,602,0,0,10.66666667,0.053067993,0,0,0
18246,1,1447,0,1,150,0.20718232,2.35E-05,0,0
18247,1,2559,0,0,317.5,0.248046875,0,0,0
18248,1,122,0,0,33,0.536585366,0,0,0
18249,9,2161,0,0,93.7,0.433395005,0,0,0
18250,1,2097,0,0,33.5,0.031935176,0,0,0
18251,15,228,0,0,7.75,0.541484716,0,0,0
18252,3,12468,0,0,652,0.209158714,0,0,0
18253,91,931,0,2,20.76086957,2.049356223,0.000103048,0,0
18254,2,120,0,0,0.666666667,0.016528926,0,0,0
18255,5,847,0,0,3.166666667,0.02240566,0,0,0
18256,2,669,0,0,73.66666667,0.329850746,0,0,0
18257,1,2710,0,0,0,0,0,0,0
18258,69,231,0,1,3.314285714,1,1.31E-06,0,0
18259,140,341,0,2,11.71631206,4.830409357,1.79E-05,0,0
18260,1,14337,0,0,2063,0.287766774,0,0,0
18261,12,13259,0,4,1977.307692,1.938536953,0.000155652,0,0
18262,215,1295,0,15,164.412037,27.40200617,0.000503113,0,0
18263,12,5584,0,0,22.30769231,0.051924799,2.85E-05,0,0
18264,136,4573,0,26,631.620438,18.91823349,0.003059502,0,0
18265,137,10413,0,31,1157.804348,15.34251969,0.002031373,0,0
18266,9,4377,0,0,159.6,0.364550023,0,0,0
18267,309,506,0,16,33.34193548,20.38658777,0.00257943,0,0
18268,2,1936,0,0,1.333333333,0.002065049,0,0,0
18269,1,1975,0,0,48,0.048582996,0,0,0
18270,25,6621,0,1,94.19230769,0.369827847,0.000395101,1000,0
18271,145,1756,0,2,22.65068493,1.882185544,4.48E-05,0,0
18272,56,1666,0,5,325.9473684,11.14517097,0.000148765,0,0
18273,27,8739,0,7,361.6428571,1.158581236,0.000103618,0,0
18274,2,211,0,0,1.333333333,0.018867925,0,0,0
18275,56,113,0,1,12.36842105,6.184210526,1.31E-06,0,0
18276,1592,9822,0,19,32.51098556,5.272320065,0.017394519,0,0
18277,1,1943,0,0,177,0.182098765,2.69E-06,0,0
18278,145,1883,0,5,106.9863014,8.290870488,0.000247183,0,0
18279,187,838,0,7,46.32978723,10.38140644,0.000105341,0,0
18280,1001,184,1,1,1.110778443,6.016216216,0.0008531,0,0
18281,19,1952,0,1,262.6,2.689196109,8.56E-06,0,0
18282,189,262,0,21,21.00526316,15.17490494,0.004903883,2.499583403,0
18283,40,1693,0,4,198.195122,4.796930342,0.000210534,0,0
18284,71,3319,0,34,989,21.44819277,0.000661678,4.665889018,0
18285,450,3928,64,14,75.27937916,8.641130059,0.285640772,0,0
18286,187,727,0,17,102.9946809,26.59752747,0.000400567,0,0
18287,1,513,0,0,1,0.003891051,0,0,0
18288,96,1179,0,21,179.9793814,14.79491525,0.000775343,0,0
18289,1,4186,0,0,64,0.030570814,0,0,0
18290,6,1293,0,1,128.2857143,0.693972179,2.71E-05,0,0
18291,4,2590,0,1,62.2,0.120030876,0.000758725,0,0
18292,1,3063,0,1,631.5,0.412206266,1.31E-06,0,0
18293,37,2138,0,9,338.6052632,6.01542777,0.000121727,0,0
18294,227,401,0,26,64.33333333,36.48756219,0.003889173,0,0
18295,47,1736,0,7,149.7083333,4.137017847,8.18E-05,0,0
18296,14,6924,0,0,11.6,0.025126354,0,0,0
18297,185,6949,2,2,133.9462366,3.584748201,0.001576174,0,0
18298,49,6949,0,3,246.56,1.77381295,0.000144265,0,0
18299,81,6402,0,14,795.0609756,10.18194596,0.0005241,0,0
18300,478,57,0,3,2.559498956,21.13793103,0.00038962,0,0
18301,21,3239,0,2,347.9545455,2.362654321,1.87E-05,0,0
18302,29,2268,0,0,20.43333333,0.270163067,0,0,0
18303,77,5248,0,56,1643.128205,24.4168413,0.00961371,6.999000143,0
18304,3,184,0,0,0.75,0.016216216,0,0,0
18305,2,1760,0,1,295.3333333,0.503123225,1.50E-05,0,0
18306,38,59,0,0,0.41025641,0.266666667,0,0,0
18307,3,290,0,0,9.25,0.127147766,0,0,0
18308,12,8522,0,2,288.2307692,0.439633932,0.000503523,0,0
18309,134,6693,0,4,192.2296296,3.876755303,0.000246909,0,0
18310,4,313,0,1,7,0.111464968,1.18E-05,0,0
18311,6,2943,0,0,431,1.024796196,0,0,0
18312,1,38,0,0,0,0,0,0,0
18313,6,1401,0,0,26,0.129814551,0,0,0
18314,8,335,0,2,40.22222222,1.077380952,8.60E-05,0,0
18315,391,912,0,28,79.30102041,34.04819277,0.005510927,0.578916899,0
18316,38,8522,0,16,2135.512821,9.771793969,0.000327307,0,0
18317,21,1521,0,2,183.8181818,2.657030223,5.44E-05,0,0
18318,15,817,0,1,67.5,1.320293399,2.91E-05,0,0
18319,21,1950,0,1,209,2.356740133,2.43E-05,0,0
18320,224,1630,0,43,245.2133333,33.82771306,0.002189104,0,0
18321,67,1009,0,14,198.1029412,13.33762376,0.001519883,0,0
18322,49,500,0,0,11.8,1.177644711,0,0,0
18323,20,418,0,0,4.904761905,0.245823389,0,0,0
18324,44,6305,0,4,166.1555556,1.185696162,0.000404069,0,0
18325,1,375,0,0,15.5,0.082446809,0,0,0
18326,83,10458,0,1,42.41666667,0.340663543,0.000619579,0,0
18327,1,1117,0,0,15.5,0.027728086,0,0,0
18328,2,1602,0,0,5.666666667,0.010605115,0,0,0
18329,2,2003,0,0,55,0.082335329,0,0,0
18330,919,7986,683,78,335.8880435,38.68999624,4.054012383,0,0
18331,2,3887,0,0,349.6666667,0.269804527,0,0,0
18332,233,137,0,4,3.341880342,5.666666667,0.000239723,0,0
18333,42,2404,0,9,416.9534884,7.454885655,0.000266807,0,0
18334,1,1945,0,0,50.5,0.051901336,0,0,0
18335,161,512,0,0,7.820987654,2.469785575,0,0,0
18336,92,9763,0,38,1632.537634,15.54956985,0.001656745,3.749531309,0
18337,2,346,0,0,2.666666667,0.023054755,0,0,0
18338,69,2240,0,8,161.7857143,5.053547523,0.001214641,0,0
18339,16,1950,0,2,407.4705882,3.55048693,5.35E-05,0,0
18340,148,320,0,0,5.409395973,2.510903427,0,0,0
18341,27,728,0,0,50.78571429,1.950617284,0,0,0
18342,48,961,0,5,83.24489796,4.24012474,0.000736696,0,0
18343,9,99,0,0,1.7,0.17,0,0,0
18344,221,4627,0,17,587.972973,28.20440795,0.000883007,0,0
18345,48,207,0,1,9.775510204,2.302884615,0.000107727,0,0
18346,22,3470,0,4,611.4347826,4.051570153,7.37E-05,0,0
18347,1,783,0,0,16.5,0.042091837,0,0,0
18348,31,4518,0,3,246.5,1.74551892,0.000133669,0,0
18349,268,8789,14,2,39.75092937,1.216496018,0.040563517,0,0
18350,3,137,0,0,1.25,0.036231884,0,0,0
18351,1,737,0,0,39.5,0.10704607,0,0,0
18352,140,621,0,3,22.92907801,5.197749196,2.94E-05,0,0
18353,107,970,0,2,64.03703704,7.122554068,2.16E-05,0,0
18354,77,1214,0,2,35.91025641,2.305349794,0.000145259,0,0
18355,209,1884,0,26,239.7761905,26.71246684,0.002488046,0,0
18356,5,838,0,0,24.33333333,0.174016687,8.38E-06,0,0
18357,19,2046,0,4,228.35,2.231069858,0.000219363,0,0
18358,19,1521,0,3,248.85,3.270039422,0.000160936,0,0
18359,82,3942,0,3,616.3855422,12.97489221,7.56E-05,0,0
18360,456,7231,12,6,99.27133479,6.273091814,0.067646036,0,0
18361,103,9359,0,45,1778.221154,19.75801282,0.001934767,14.32855715,0
18362,46,171,0,0,7.914893617,2.162790698,0,0,0
18363,1,3640,0,0,54,0.029662181,0,0,0
18364,4,359,0,0,6.8,0.094444444,0,0,0
18365,1,4425,0,0,69.5,0.031405332,0,0,0
18366,351,3132,0,69,515.3522727,57.9010533,0.002330839,3.43728517,0
18367,207,1642,0,10,37.66346154,4.768107121,0.007706918,1.999500125,0
18368,11,12578,0,0,43.83333333,0.041815725,0,0,0
18369,52,2234,0,23,644.6792453,15.28769575,0.000526254,10.49475262,0
18370,304,7539,131,49,261.7836066,10.58938992,0.452290703,0.305552726,0
18371,22,1886,0,7,463.6956522,5.651828299,0.000186151,0,0
18372,46,1370,0,2,96.59574468,3.311451495,0.000104272,0,0
18373,42,2600,0,4,123.6046512,2.043444829,6.51E-05,0,0
18374,129,386,0,4,28.61538462,9.612403101,9.54E-05,0,0
18375,1,849,0,0,4.5,0.010588235,0,0,0
18376,753,24182,5,10,66.4071618,2.070504073,0.018636682,0,0
18377,1051,1862,176,57,38.76806084,21.89157273,4.609369333,0,0
18378,3,1475,0,0,16.75,0.045392954,0,0,0
18379,1,1305,0,0,1,0.001531394,0,0,0
18380,7,7025,0,2,851.125,0.969114717,1.88E-05,0,0
18381,160,217,0,2,6.633540373,4.899082569,1.87E-05,0,0
18382,4,10494,0,0,310.8,0.14807051,0,0,0
18383,52,2390,0,7,376.5660377,8.34713509,0.000117335,0,0
18384,414,291,5,2,3.339759036,4.746575342,0.001625402,0,0
18385,90,157,0,2,8.021978022,4.620253165,2.98E-05,0,0
18386,96,3478,0,4,155.9175258,4.347226214,0.00068558,0,0
18387,648,145,0,1,0.68412943,3.04109589,0.000157629,0,0
18388,1,9552,0,0,255.5,0.05349105,0,0,0
18389,3,1543,0,1,303,0.784974093,2.50E-06,0,0
18390,31,1979,0,6,116.15625,1.877272727,0.00328588,2.498750625,0
18391,53,2696,0,2,71.44444444,1.430478309,0.000807209,1.998001998,0
18392,60,906,0,0,9.655737705,0.649393605,0,0,0
18393,24,3550,0,11,819.84,5.771895241,0.000177437,0,0
18394,77,168,0,1,5.782051282,2.668639053,1.14E-05,0,0
18395,355,1344,0,29,139.5308989,36.93159851,0.002990238,0,0
18396,6,1129,0,1,142,0.879646018,4.87E-05,0,0
18397,1,4362,0,0,52.5,0.02406601,0,0,0
18398,3,725,0,0,22.25,0.122589532,0,0,0
18399,5,9303,0,0,3.833333333,0.002472055,0,0,0
18400,72,428,0,2,68.8630137,11.71794872,3.51E-05,0,0
18401,48,4284,0,11,602.4285714,6.888914819,0.001145262,0,0
18402,8,2039,0,0,41.55555556,0.183333333,0,0,0
18403,32,11317,0,6,538.9393939,1.571390705,0.000205238,0,0
18404,3,1991,0,0,17.25,0.034638554,0,0,0
18405,4,6305,0,0,605.6,0.480177609,1.31E-06,0,0
18406,33,2115,0,16,450.6470588,7.241020794,0.00019566,0,0
18407,109,2031,0,17,285.2636364,15.44242126,0.000703817,0.111104939,0
18408,3,5946,0,0,281.75,0.189507315,0,0,0
18409,1,391,0,0,25,0.12755102,0,0,0
18410,2,12064,0,1,420,0.104434314,1.45E-05,0,0
18411,116,463,3,2,17.02564103,4.293103448,0.043889923,0,0
18412,55,517,0,0,20.23214286,2.187258687,0,0,0
18413,49,7750,0,4,937.66,6.048638885,5.31E-05,4000,0
18414,2,4958,0,0,332,0.200846945,0,0,0
18415,85,2027,0,9,181.6162791,7.701676529,0.000399566,0,0
18416,209,3267,0,4,73.70952381,4.736536108,0.001518354,0,0
18417,6,4017,0,0,84.71428571,0.147585864,0,0,0
18418,2,4932,0,0,63,0.0383134,0,0,0
18419,2,687,0,0,19,0.082848837,0,0,0
18420,4,24439,0,0,998,0.204173486,1.31E-06,0,0
18421,3,3744,0,0,380.5,0.406408545,0,0,0
18422,21,3983,0,0,10.40909091,0.05747992,0,0,0
18423,29,1154,0,4,189.6,4.924675325,0.000177157,0,0
18424,4,1012,0,0,61.2,0.30207305,0,0,0
18425,20,303,0,0,9.571428571,0.661184211,0,0,0
18426,26,1820,0,4,149.2962963,2.213618891,0.000452611,0.333222259,0
18427,12,770,0,0,6.692307692,0.112840467,0,0,0
18428,16,2080,0,0,85.41176471,0.69774147,0,0,0
18429,14,3045,0,5,521.4,2.567629678,0.000590975,0,0
18430,1,304,0,0,0.5,0.003278689,0,0,0
18431,2,327,0,0,27.66666667,0.25304878,0,0,0
18432,102,3161,0,26,520.6019417,16.95825427,0.000978532,0,0
18433,37,1134,0,5,70.18421053,2.349779736,0.013409141,7.992007992,0
18434,8,2361,0,0,6,0.022861981,0,0,0
18435,31,2556,0,13,454.15625,5.68361361,0.002549714,0,0
18436,1,2237,0,0,87,0.077747989,0,0,0
18437,40,4536,0,3,460.2682927,4.159356403,2.15E-05,0,0
18438,1,302,0,0,0.5,0.00330033,0,0,0
18439,67,1236,0,2,54.57352941,3,0.00032965,0,0
18440,36,2569,0,1,63,0.907003891,2.58E-05,0,0
18441,1,3161,0,0,38.5,0.024351676,0,0,0
18442,1,1244,0,0,123.5,0.198393574,0,0,0
18443,1,1983,0,0,154.5,0.155745968,0,0,0
18444,2,3841,0,1,617.6666667,0.482300885,7.25E-06,0,0
18445,17,2136,0,3,717.3333333,6.042115115,2.64E-05,0,0
18446,102,12913,0,19,577.2427184,4.603995664,0.001555724,0,0
18447,27,572,0,5,92.35714286,4.513089005,0.000228659,0,0
18448,1,1745,0,0,63,0.072164948,0,0,0
18449,27,1225,0,0,45.25,1.033442088,0,0,0
18450,5,3660,0,1,360.8333333,0.591368479,1.14E-05,0,0
18451,105,1024,0,2,34.08490566,3.524878049,5.95E-05,0,0
18452,3,75,0,0,3,0.157894737,0,0,0
18453,6,2005,0,0,318.4285714,1.1111665,0,0,0
18454,3,897,0,1,80,0.356347439,1.31E-06,0,0
18455,2,3239,0,0,46.33333333,0.042901235,0,0,0
18456,3,2002,0,0,3.5,0.006989516,0,0,0
18457,10,1054,0,0,49.45454545,0.51563981,0,0,0
18458,2,542,0,0,62,0.342541436,0,0,0
18459,157,649,0,5,94.69620253,23.01846154,0.000236671,0,0
18460,13,110,0,0,3.5,0.441441441,0,0,0
18461,23,5979,0,3,275.6666667,1.106354515,0.000764052,0,0
18462,396,476,0,9,23.302267,19.39412998,0.001773458,0,0
18463,20,1911,0,1,110.0952381,1.209205021,2.85E-05,0,0
18464,103,115,0,2,19.77884615,17.73275862,0.000103154,0,0
18465,134,4566,0,30,779.5851852,23.04444931,0.00254758,2.27252068,0
18466,1,2368,0,0,40,0.033769523,0,0,0
18467,1,1457,0,0,41,0.056241427,0,0,0
18468,37,2347,0,7,245.8684211,3.979131175,9.95E-05,0,0
18469,175,359,0,2,20.25568182,9.902777778,0.000621229,0,0
18470,48,1247,0,2,64.08163265,2.516025641,5.54E-05,0,0
18471,1,956,0,0,8,0.016718913,0,0,0
18472,2,531,0,0,77,0.434210526,0,0,0
18473,7,10448,0,2,1145.5,0.877021725,5.89E-05,0,0
18474,1,2917,0,0,1.5,0.001028101,0,0,0
18475,10,514,0,0,27.72727273,0.59223301,0,0,0
18476,44,24439,0,22,1246.422222,2.294967267,0.000378955,0,0
18477,1336,195,0,4,2.164547494,14.76530612,0.000175816,0,0
18478,1,1945,0,1,218,0.224049332,2.50E-06,0,0
18479,21,1205,0,1,57.95454545,1.05721393,0.000281215,0,0
