,Source,Sink,Label
3955561,932720,2663080,1
3956544,932720,2706848,1
3956817,932720,2718589,1
3957099,932720,2730192,1
3957908,932720,2764652,1
3958207,932720,2776893,1
3958596,932720,2792301,1
3958966,932720,2807914,1
3960311,932720,2866245,1
3960619,932720,2881358,1
3961422,932720,2916762,1
3961621,932720,2925609,1
3963062,932720,2988597,1
3963301,932720,2998350,1
3963351,932720,3000427,1
3963710,932720,3016101,1
3964192,932720,3035066,1
3964548,932720,3050205,1
3965738,932720,3102463,1
3966018,932720,3113785,1
3966539,932720,3137170,1
3967752,932720,3188933,1
3968406,932720,3215694,1
3968409,932720,3215819,1
3968615,932720,3225745,1
3968971,932720,3239913,1
3969118,932720,3246146,1
3969777,932720,3274647,1
3969951,932720,3283085,1
3970014,932720,3285705,1
3970166,932720,3292173,1
3970209,932720,3294335,1
3970457,932720,3304987,1
3970629,932720,3311862,1
3970707,932720,3315149,1
3970935,932720,3325108,1
3972667,932720,3400553,1
3973836,932720,3450675,1
3974691,932720,3488632,1
3975335,932720,3514279,1
3975480,932720,3519875,1
3976845,932720,3580076,1
3976920,932720,3583957,1
3976922,932720,3584086,1
3977074,932720,3590263,1
3977319,932720,3601335,1
3977497,932720,3608906,1
3978263,932720,3643950,1
3978439,932720,3651821,1
3978762,932720,3665001,1
3979031,932720,3676367,1
3979038,932720,3676656,1
3979113,932720,3679575,1
3979343,932720,3689638,1
3979950,932720,3715629,1
3980733,932720,3750527,1
3980811,932720,3754588,1
3981087,932720,3765031,1
3981325,932720,3775185,1
3981560,932720,3787456,1
3983083,932720,3856816,1
3984015,932720,3898509,1
3984061,932720,3900207,1
3984388,932720,3914875,1
3985358,932720,3958053,1
3985453,932720,3963525,1
3985645,932720,3972499,1
3986036,932720,3989718,1
3986743,932720,4018981,1
3987236,932720,4039319,1
3987242,932720,4039588,1
3988653,932720,4101655,1
3988686,932720,4103562,1
3989345,932720,4133403,1
3989495,932720,4139593,1
3989562,932720,4142568,1
3990042,932720,4164248,1
3990277,932720,4174858,1
3990379,932720,4180127,1
3990750,932720,4194684,1
3990833,932720,4198196,1
3991487,932720,4225923,1
3992416,932720,4266757,1
3992532,932720,4272102,1
3993016,932720,4294293,1
3993132,932720,4299115,1
3993573,932720,4319652,1
3993660,932720,4323552,1
3994027,932720,4338581,1
3994523,932720,4359679,1
3994587,932720,4362497,1
3995056,932720,4382197,1
3995859,932720,4416737,1
3995894,932720,4418175,1
3996609,932720,4448566,1
3998978,932720,4551389,1
3999025,932720,4553157,1
3999328,932720,4567492,1
3999448,932720,4572949,1
3999500,932720,4575015,1
4000025,932720,4599159,1
4000053,932720,4600580,1
4000126,932720,4603762,1
4000336,932720,4613687,1
4000349,932720,4614303,1
4000500,932720,4621520,1
4001644,932720,4673440,1
4004405,932720,4789409,1
4004670,932720,4802181,1
4006215,933662,181757,1
4006323,933662,1266644,1
4006690,933662,4791727,1
4006989,933859,1291388,1
4007041,933859,1550790,1
4009086,935972,132248,1
4009477,935972,2413022,1
4010776,938472,747207,1
4011386,938472,1438930,1
4012166,938472,2316784,1
4012891,938472,3156454,1
4013263,938472,3622120,1
4013610,938472,3988382,1
4013663,938472,4041222,1
4013697,938472,4070352,1
4014103,938472,4486731,1
4014890,939339,562555,1
4015190,939339,1801772,1
4016235,939638,2235094,1
4016810,939769,2853969,1
4016879,939769,3936039,1
4016891,939769,4084861,1
4017012,939998,285212,1
4017436,940460,2997202,1
4017659,940460,4797296,1
4018565,940526,206454,1
4019775,940526,490733,1
4020339,940526,611968,1
4020492,940526,651214,1
4021514,940526,884014,1
4021700,940526,931157,1
4021793,940526,953287,1
4021954,940526,989347,1
4021966,940526,992491,1
4022091,940526,1024168,1
4022379,940526,1093919,1
4023008,940526,1237955,1
4023477,940526,1349998,1
4023935,940526,1467782,1
4023976,940526,1477252,1
4024064,940526,1497901,1
4024819,940526,1668699,1
4026054,940526,1960223,1
4026087,940526,1969160,1
4026848,940526,2151386,1
4027148,940526,2226972,1
4027161,940526,2229062,1
4028707,940526,2605220,1
4028779,940526,2621327,1
4028794,940526,2624670,1
4029175,940526,2710201,1
4029845,940526,2858753,1
4029980,940526,2892819,1
4030733,940526,3072782,1
4033539,940526,3738685,1
4033630,940526,3758095,1
4034192,940526,3880903,1
4034961,940526,4054167,1
4035930,940526,4293572,1
4036487,940526,4418143,1
4037303,940526,4598084,1
4038325,940526,4837211,1
4038334,940526,4840359,1
4038773,941048,1385622,1
4038842,941048,2688964,1
4038950,941048,4339918,1
4039113,941212,5354,1
4039286,941212,139287,1
4039490,941212,283390,1
4040646,941212,1196660,1
4040984,941212,1455840,1
4041113,941212,1563737,1
4041468,941212,1821049,1
4042320,941212,2469978,1
4043434,941212,3325844,1
4043504,941212,3391270,1
4043618,941212,3470780,1
4044237,941212,3908744,1
4044262,941212,3927948,1
4044271,941212,3932797,1
4044613,941212,4188928,1
4045532,941509,50171,1
4045735,941509,364552,1
4045793,941509,469399,1
4046093,941509,994068,1
4046233,941509,1193371,1
4047503,941509,3232820,1
4048285,941509,4412420,1
4049109,941640,540049,1
4049228,941640,1388590,1
4050635,941936,3832364,1
4050734,941936,4628797,1
4050949,942849,1955815,1
4051812,943153,2393443,1
4052255,943153,3992865,1
4052704,943581,3513364,1
4053279,944460,4535082,1
4054308,945883,4114536,1
4054418,946038,441416,1
4055600,946157,3263615,1
4056267,946775,1275651,1
4056280,946775,1346673,1
4056667,946775,3159135,1
4056964,946775,4467487,1
4057815,946854,1258587,1
4057937,946854,1455243,1
4058614,946854,2565312,1
4058662,946854,2635601,1
4060156,947465,1214543,1
4060170,947465,1279933,1
4060291,947465,2052329,1
4061379,948128,1325012,1
4064008,948375,812993,1
4064088,948375,900007,1
4064932,948375,1873437,1
4067480,948375,4792919,1
4070571,948768,982672,1
4071109,948768,1151342,1
4071266,948768,1199797,1
4072108,948768,1483769,1
4072432,948768,1589161,1
4072785,948768,1694927,1
4073364,948768,1885856,1
4073526,948768,1933495,1
4074144,948768,2153657,1
4074431,948768,2242103,1
4074655,948768,2324571,1
4074735,948768,2352525,1
4075655,948768,2664095,1
4075943,948768,2758175,1
4076088,948768,2802065,1
4076639,948768,2993834,1
4077516,948768,3273316,1
4077679,948768,3330382,1
4077850,948768,3385661,1
4077965,948768,3420685,1
4078754,948768,3669305,1
4079065,948768,3772688,1
4080413,948768,4216325,1
4081923,948768,4709231,1
4082199,948768,4805091,1
4083156,951183,344874,1
4084579,953240,2278935,1
4084805,953297,416522,1
4086753,954784,74914,1
4087869,954784,437647,1
4088094,954784,509083,1
4088330,954784,592260,1
4088347,954784,598490,1
4088375,954784,608199,1
4088510,954784,654087,1
4088902,954784,788980,1
4089262,954784,912302,1
4089604,954784,1036646,1
4091138,954784,1532929,1
4091296,954784,1581847,1
4091359,954784,1604959,1
4092117,954784,1867989,1
4092592,954784,2036358,1
4092644,954784,2054625,1
4092675,954784,2068554,1
4093041,954784,2193768,1
4093364,954784,2305499,1
4093611,954784,2381152,1
4093622,954784,2386717,1
4094351,954784,2640168,1
4094434,954784,2668377,1
4094514,954784,2699877,1
4095024,954784,2871853,1
4095275,954784,2959993,1
4095327,954784,2975864,1
4096695,954784,3443387,1
4096728,954784,3454756,1
4097134,954784,3597867,1
4097457,954784,3703747,1
4098017,954784,3907045,1
4098728,954784,4137665,1
4099713,954784,4452391,1
4100109,954784,4577590,1
4100258,954784,4633076,1
4100709,954784,4780369,1
4102255,956400,1900620,1
4103441,957197,55319,1
4104504,957197,193169,1
4106546,957197,461653,1
4106899,957197,509134,1
4107284,957197,560868,1
4108607,957197,734861,1
4108717,957197,749848,1
4109112,957197,803234,1
4109349,957197,833756,1
4109505,957197,852104,1
4109791,957197,887673,1
4110363,957197,957676,1
4111166,957197,1057181,1
4111609,957197,1109879,1
4111948,957197,1150000,1
4113203,957197,1315565,1
4113351,957197,1335202,1
4113424,957197,1343833,1
4114225,957197,1454826,1
4114275,957197,1460667,1
4115411,957197,1610618,1
4115487,957197,1620380,1
4116478,957197,1747002,1
4116532,957197,1755158,1
4117001,957197,1814515,1
4118192,957197,1973335,1
4118846,957197,2062729,1
4119555,957197,2155897,1
4120731,957197,2316546,1
4120741,957197,2318159,1
4121546,957197,2427761,1
4121786,957197,2459537,1
4122749,957197,2583555,1
4123986,957197,2750658,1
4124507,957197,2820889,1
4124869,957197,2868560,1
4125166,957197,2907335,1
4125630,957197,2971824,1
4125829,957197,2997523,1
4126833,957197,3125135,1
4127720,957197,3239286,1
4128313,957197,3319860,1
4128409,957197,3334804,1
4128683,957197,3372006,1
4129075,957197,3421688,1
4130508,957197,3603946,1
4130957,957197,3664329,1
4131692,957197,3760355,1
4133149,957197,3952175,1
4133573,957197,4011334,1
4134254,957197,4101143,1
4134506,957197,4134323,1
4134693,957197,4162421,1
4135366,957197,4247386,1
4135367,957197,4247399,1
4136660,957197,4417364,1
4136753,957197,4430279,1
4138843,957197,4702287,1
4138968,957197,4716660,1
4139339,957197,4764940,1
4139990,957197,4848664,1
4140149,957293,892512,1
4141528,958099,2652764,1
4141548,958099,2678092,1
4141815,958099,3160057,1
4141834,958099,3202124,1
4143448,958164,2323217,1
4145114,958177,4660753,1
4145150,958336,354867,1
4145382,958615,101774,1
4145418,958615,181101,1
4145891,958615,1236684,1
4147073,958615,3752154,1
4147415,958615,4505765,1
4148178,959682,792507,1
4148929,961161,467620,1
4152426,961349,1899842,1
4152699,961349,2121747,1
4152879,961349,2274467,1
4154095,961349,3259309,1
4155120,961349,4155547,1
4155197,961349,4213758,1
4155666,961349,4591365,1
4157921,963245,2522741,1
4158045,963245,2880020,1
4158179,963245,3227661,1
4158487,963245,4085444,1
4159201,963632,823193,1
4159211,963632,855821,1
4160118,963632,2986491,1
4160121,963632,2990608,1
4160799,963632,4590792,1
4162026,964291,3323071,1
4162204,964291,3928875,1
4162295,964291,4201715,1
4162709,964591,2871447,1
4163527,965719,1199298,1
4163610,965719,1497800,1
4164292,965719,3821244,1
4164367,965719,4053746,1
4164834,966267,1216392,1
4165216,966267,4095961,1
4165283,966267,4518008,1
4166367,966743,3494785,1
4166698,966744,2971357,1
4167932,967738,1129321,1
4167998,967738,1348899,1
4168009,967738,1364206,1
4168138,967738,1768360,1
4168453,967738,2782984,1
4168478,967738,2885683,1
4169063,967738,4670444,1
4169552,968268,2331589,1
4169711,968886,301177,1
4170394,968886,2262651,1
4170965,968886,3781707,1
4172613,970752,746977,1
4172965,970752,2630708,1
4173593,971774,805113,1
4173725,971774,4201646,1
4173972,972386,4098765,1
4173990,972386,4373745,1
4175126,973624,846812,1
4175216,973624,990100,1
4176364,973624,2808650,1
4177940,973742,765601,1
4177980,973742,913106,1
4178133,973742,1574639,1
4179212,974518,775686,1
4179862,974518,3072143,1
4181546,974650,2781702,1
4181605,974650,2923781,1
4181725,974650,3159645,1
4181858,974650,3483321,1
4182019,974650,3853500,1
4182263,974650,4454689,1
4182315,974650,4552758,1
4182679,974940,2657935,1
4182990,975201,3706176,1
4183304,976310,347798,1
4183528,976723,201020,1
4183870,976723,3087391,1
4185088,978341,113418,1
4186414,978341,770054,1
4186904,978341,1005761,1
4188448,978341,1751441,1
4188627,978341,1833715,1
4189345,978341,2180717,1
4189766,978341,2383820,1
4190267,978341,2628242,1
4190527,978341,2766162,1
4190851,978341,2930577,1
4191319,978341,3138280,1
4193231,978341,4052496,1
4193398,978341,4123531,1
4193445,978341,4148966,1
4194588,978341,4703736,1
4195357,978611,858343,1
4196006,978611,2436626,1
4196343,978611,3148185,1
4196662,978611,3878918,1
4198425,978797,505190,1
4199281,978797,842022,1
4199404,978797,894214,1
4199430,978797,906151,1
4199576,978797,965373,1
4200879,978797,1477595,1
4201848,978797,1862570,1
4202419,978797,2079150,1
4204112,978797,2727581,1
4204411,978797,2829493,1
4206427,978797,3639570,1
4208460,978797,4431432,1
4208803,978797,4565365,1
4209132,978797,4696150,1
4209787,979316,113310,1
4210306,979316,771447,1
4210672,979316,1304947,1
4210722,979316,1380984,1
4211184,979316,2063681,1
4212198,979316,3528729,1
4212975,979316,4613024,1
4214935,983613,4826405,1
4215159,983843,270349,1
4215382,983843,1750900,1
4215711,983843,3862385,1
4215893,984091,7314,1
4216221,984091,811905,1
4216425,984091,1297258,1
4216634,984091,1797341,1
4216891,984091,2405567,1
4217006,984091,2696127,1
4217124,984091,2978389,1
4217529,984091,3964362,1
4217828,984091,4630205,1
4218242,984186,2098669,1
4219079,984459,1953403,1
4219279,984638,169326,1
4219332,984638,496942,1
4219731,984638,2638440,1
4220520,985610,767753,1
4221232,985610,2291674,1
4222299,985610,4414544,1
4223166,986583,3702663,1
4223167,986583,3753208,1
4223322,987112,568630,1
4223427,987112,1828312,1
4224032,987626,656321,1
4224675,987626,2432841,1
4224869,987626,3031573,1
4225934,987773,3007013,1
4225949,987773,3284099,1
4226738,988087,876252,1
4227318,988087,1650543,1
4227655,988087,2076673,1
4228092,988087,2635329,1
4228114,988087,2660314,1
4229418,988087,4322697,1
4229867,988540,1135788,1
4230016,989180,1831911,1
4230196,989880,929686,1
4230293,989880,1745824,1
4230986,989993,1503967,1
4231551,989993,4041270,1
4231555,989993,4048993,1
4232327,990798,664107,1
4232345,990798,691941,1
4233375,990798,2521143,1
4234055,990798,3597060,1
4234608,990798,4525510,1
4235435,991610,163905,1
4235663,991610,886186,1
4235801,991610,1396803,1
4236853,991610,4570002,1
4238418,993832,3648164,1
4240343,996752,1766363,1
4240372,996752,1810853,1
4241449,996752,3235479,1
4241531,996752,3353948,1
4241804,996752,3743948,1
4241835,996752,3782286,1
4242096,996752,4168729,1
4242221,996752,4324771,1
4242253,996752,4380492,1
4242925,998534,429180,1
4243175,998554,237730,1
4243232,998554,670419,1
4244044,998622,1293195,1
4245505,1000106,1604348,1
4245875,1000106,2317343,1
4246758,1000106,3983256,1
4247233,1000106,4829462,1
4248054,1001107,3476547,1
4248197,1001118,286378,1
4248292,1001118,1162023,1
4248694,1001201,2999852,1
4249748,1004506,3222018,1
4249905,1004657,748019,1
4249961,1004657,1208549,1
4250550,1005252,2710924,1
4250639,1005318,175111,1
4250741,1005318,1257520,1
4251019,1005318,4369723,1
4251439,1006418,962246,1
4253252,1008067,209130,1
4253925,1008268,2025162,1
4253997,1008268,2370293,1
4254894,1009277,2319225,1
4254946,1009277,4035816,1
4255170,1010658,1248272,1
4255328,1010658,3909353,1
4255461,1011313,1109933,1
4255477,1011313,1335796,1
4255817,1011595,1402455,1
4256612,1012816,1778323,1
4256806,1012816,4835247,1
4257388,1013848,2717447,1
4257656,1014412,1377032,1
4257799,1014412,4620978,1
4259397,1014658,3886196,1
4259417,1014658,3939453,1
4259548,1014658,4213976,1
4259877,1015986,9526,1
4261574,1015986,601767,1
4262297,1015986,861070,1
4262905,1015986,1070263,1
4263143,1015986,1148296,1
4263320,1015986,1213056,1
4263647,1015986,1329780,1
4264450,1015986,1603899,1
4264517,1015986,1625434,1
4264591,1015986,1648413,1
4266004,1015986,2122401,1
4266265,1015986,2218392,1
4266681,1015986,2351948,1
4268085,1015986,2833158,1
4268160,1015986,2858658,1
4268169,1015986,2861387,1
4269304,1015986,3242799,1
4270876,1015986,3780259,1
4271217,1015986,3905033,1
4271548,1015986,4013601,1
4271581,1015986,4024433,1
4271731,1015986,4072107,1
4273770,1015986,4775691,1
4273821,1015986,4792031,1
4275432,1016223,3533495,1
4276183,1016317,1546711,1
4276862,1019790,187552,1
4277372,1019790,1510169,1
4277481,1019790,1801136,1
4278065,1019790,3198534,1
4278997,1020529,378943,1
4280428,1020529,3687762,1
4280891,1020529,4823426,1
4281184,1020925,203116,1
4281755,1020925,1003803,1
4282525,1020925,2120086,1
4283569,1020925,3694082,1
4285177,1021380,2442924,1
4289178,1022123,1937184,1
4289342,1022123,2030550,1
4289656,1022123,2201642,1
4290552,1022123,2753360,1
4290714,1022123,2838972,1
4290757,1022123,2868751,1
4290845,1022123,2926448,1
4291269,1022123,3174237,1
4291512,1022123,3320105,1
4292073,1022123,3654949,1
4292156,1022123,3699578,1
4292371,1022123,3823937,1
4292594,1022123,3966433,1
4292815,1022123,4101006,1
4293362,1022123,4410806,1
4293620,1022123,4559600,1
4294473,1022420,818127,1
4294646,1022420,2464118,1
4295018,1023020,548639,1
4295181,1023020,3614938,1
4295250,1023198,36206,1
4295351,1023198,951183,1
4296495,1023621,375529,1
4296697,1023621,1252520,1
4296862,1023621,2051826,1
4297651,1023699,1053422,1
4297879,1023699,2848918,1
4298129,1023699,4776301,1
4298238,1024144,3863267,1
4298379,1024246,585084,1
4298641,1024246,1794702,1
4301341,1027375,2187889,1
4301576,1027375,4086676,1
4301676,1027375,4695664,1
4302110,1027543,1153962,1
4302649,1028920,561401,1
4303837,1028971,3198982,1
4304345,1029000,3117929,1
4304379,1029000,3332168,1
4304401,1029000,3529480,1
4304675,1029490,1610289,1
4305030,1029999,611927,1
4305420,1029999,3705319,1
4305562,1030920,17920,1
4305807,1031168,4819626,1
4305846,1031334,14897,1
4306172,1031334,109888,1
4306425,1031334,196784,1
4306750,1031334,299961,1
4307451,1031334,497108,1
4307575,1031334,534220,1
4309190,1031334,993692,1
4310476,1031334,1385176,1
4310813,1031334,1486646,1
4310969,1031334,1526672,1
4311256,1031334,1607725,1
4311527,1031334,1679545,1
4311659,1031334,1722673,1
4311769,1031334,1752699,1
4312676,1031334,2014564,1
4312730,1031334,2030100,1
4312825,1031334,2062115,1
4314369,1031334,2491157,1
4315707,1031334,2863562,1
4317286,1031334,3324021,1
4317989,1031334,3528805,1
4319125,1031334,3844858,1
4321154,1031334,4431059,1
4321535,1031334,4530659,1
4321578,1031334,4541499,1
4322001,1031334,4673844,1
4326185,1033808,2457977,1
4326531,1033808,3303941,1
4326573,1033808,3408882,1
4327724,1034778,3876737,1
4327745,1034778,4416166,1
4327940,1034814,270690,1
4329242,1034814,2141945,1
4329416,1034814,2375975,1
4330078,1034814,3372446,1
4330711,1034814,4279651,1
4331002,1034814,4693231,1
4331234,1035058,1809926,1
4332096,1036154,4528160,1
4332724,1036207,1362546,1
4332732,1036207,1388548,1
4333136,1036207,2290311,1
4333989,1036207,4093607,1
4334529,1036867,509638,1
4334531,1036867,530260,1
4334967,1037166,2202307,1
4335305,1037361,59603,1
4335593,1037361,830881,1
4335896,1037361,1571839,1
4336480,1037361,2970356,1
4336507,1037361,3043048,1
4337622,1037931,3504499,1
4338073,1038301,4172422,1
4338075,1038301,4200893,1
4338274,1038389,913941,1
4338639,1038389,3501136,1
4338992,1038711,1136605,1
4339058,1038711,1587391,1
4339731,1039412,2294081,1
4340228,1039525,465338,1
4340451,1039525,824343,1
4340695,1039525,1156814,1
4340927,1039525,1506551,1
4341530,1039525,2333754,1
4341843,1039525,2727581,1
4343706,1039932,955842,1
4345119,1040877,1943301,1
4345876,1041449,5354,1
4346051,1041449,235108,1
4346092,1041449,302735,1
4348047,1041449,2903982,1
4348972,1041449,4137384,1
4349246,1041449,4491559,1
4349936,1042460,1706140,1
4349999,1042876,105299,1
4350718,1043549,93743,1
4351059,1043549,779982,1
4351180,1043549,1018998,1
4351242,1043549,1158273,1
4351397,1043549,1479324,1
4351399,1043549,1482445,1
4352496,1043549,3884856,1
4352728,1043549,4327072,1
4352906,1043549,4745481,1
4353590,1044803,1977801,1
4354028,1044985,749140,1
4354311,1044985,3989407,1
4354506,1045392,2673243,1
4355778,1047265,1572925,1
4355850,1047265,2260121,1
4355985,1047265,3624025,1
4356285,1049185,1054933,1
4356725,1050601,1375693,1
4356769,1050601,1781815,1
4357060,1050601,4037983,1
4357266,1050976,390517,1
4357762,1050976,2849533,1
4358268,1051108,95956,1
4358598,1051108,333762,1
4359043,1051108,604892,1
4359187,1051108,688982,1
4359413,1051108,834957,1
4359884,1051108,1131655,1
4360164,1051108,1310022,1
4360231,1051108,1350306,1
4360401,1051108,1462978,1
4360778,1051108,1685196,1
4360826,1051108,1721171,1
4361904,1051108,2410455,1
4362348,1051108,2692702,1
4363480,1051108,3410629,1
4364909,1051108,4351773,1
4365210,1051108,4558309,1
4366182,1051852,540956,1
4366897,1051852,3403640,1
4366923,1051852,3509903,1
4367005,1051852,3861057,1
4367523,1052046,2862250,1
4367751,1052336,79927,1
4367809,1052336,238956,1
4367906,1052336,506116,1
4368801,1052336,3079042,1
4369024,1052336,3674596,1
4369544,1053153,4294126,1
4369970,1053177,630281,1
4370006,1053177,675020,1
4370017,1053177,695820,1
4370381,1053177,1290576,1
4370482,1053177,1438826,1
4371723,1053177,3418229,1
4371857,1053177,3629920,1
4371928,1053177,3757863,1
4372283,1053177,4278205,1
4372327,1053177,4360960,1
4373150,1053192,3703542,1
4373294,1053192,4717244,1
4373606,1053923,94950,1
4374186,1053923,710869,1
4374368,1053923,901744,1
4374926,1053923,1523559,1
4375095,1053923,1678409,1
4375244,1053923,1862881,1
4375372,1053923,2025873,1
4376476,1053923,3171641,1
4376871,1053923,3581848,1
4377479,1053923,4239305,1
4377590,1053923,4350807,1
4377890,1053923,4664024,1
4377908,1053923,4687289,1
4378033,1053923,4824668,1
4378066,1053923,4862900,1
4379700,1054898,1192157,1
4379948,1054898,2018777,1
4380201,1054898,2869299,1
4381339,1055480,4027460,1
4381459,1055507,1648561,1
4381934,1055530,112161,1
4382727,1055530,368128,1
4382832,1055530,398259,1
4383966,1055530,772533,1
4383991,1055530,781141,1
4384330,1055530,884353,1
4384349,1055530,891714,1
4384431,1055530,920609,1
4385576,1055530,1290879,1
4386996,1055530,1753339,1
4387030,1055530,1762768,1
4388121,1055530,2114598,1
4388531,1055530,2251428,1
4388963,1055530,2386324,1
4389195,1055530,2465599,1
4389288,1055530,2491674,1
4389299,1055530,2494800,1
4389465,1055530,2552410,1
4389675,1055530,2618964,1
4389704,1055530,2627841,1
4390120,1055530,2759409,1
4390563,1055530,2901076,1
4390859,1055530,3003663,1
4390915,1055530,3021724,1
4392339,1055530,3492624,1
4392513,1055530,3546897,1
4392683,1055530,3596378,1
4392741,1055530,3614496,1
4392763,1055530,3619886,1
4393795,1055530,3955833,1
4393797,1055530,3957766,1
4393805,1055530,3960334,1
4395501,1055530,4516419,1
4396850,1055882,3611650,1
4396891,1055882,4343812,1
4397793,1056518,1124406,1
4398090,1056518,1468985,1
4398175,1056518,1559950,1
4398840,1056518,2420235,1
4399535,1056518,3281555,1
4399628,1056518,3375975,1
4400207,1056518,4034312,1
4400580,1056518,4483670,1
4401130,1057064,1976642,1
4401738,1057323,1466231,1
4401799,1057323,1719234,1
4402945,1057351,883756,1
4403516,1057351,2145470,1
4405520,1057389,4788406,1
4405630,1057530,815902,1
4406283,1058350,3383792,1
4406706,1059680,151772,1
4408933,1059680,2879998,1
4409294,1059680,3358550,1
4409755,1059680,3959619,1
4411201,1060884,1016383,1
4411599,1060884,2173817,1
4412229,1060884,3952460,1
4412800,1062348,2962391,1
4413078,1062390,555248,1
4413272,1062390,1237709,1
4413551,1062390,2283171,1
4413601,1062390,2426489,1
4413670,1062390,2657284,1
4413705,1062390,2756633,1
4415283,1062967,246827,1
4416248,1062967,540395,1
4417183,1062967,847264,1
4418580,1062967,1299536,1
4419922,1062967,1731031,1
4419945,1062967,1737189,1
4420066,1062967,1773521,1
4420173,1062967,1804889,1
4421154,1062967,2120222,1
4421745,1062967,2315075,1
4424479,1062967,3181124,1
4426362,1062967,3775703,1
4426608,1062967,3862094,1
4426956,1062967,3971430,1
4427251,1062967,4058905,1
4427470,1062967,4129861,1
4427984,1062967,4299334,1
4428060,1062967,4320317,1
4428104,1062967,4332528,1
4428144,1062967,4343208,1
4428565,1062967,4474099,1
4428772,1062967,4534967,1
4428794,1062967,4544051,1
4428955,1062967,4591863,1
4429391,1062967,4733642,1
4430710,1063358,4727,1
4431072,1063358,32999,1
4431842,1063358,91290,1
4432166,1063358,116610,1
4433482,1063358,217428,1
4434946,1063358,335360,1
4434993,1063358,338956,1
4435690,1063358,391370,1
4436615,1063358,459268,1
4436965,1063358,485990,1
4437351,1063358,515107,1
4438229,1063358,584641,1
4438950,1063358,638709,1
4441270,1063358,821777,1
4442896,1063358,953871,1
4442943,1063358,956625,1
4443606,1063358,1008428,1
4443755,1063358,1019032,1
4444164,1063358,1050253,1
4444699,1063358,1091212,1
4444822,1063358,1101684,1
4447321,1063358,1295253,1
4447668,1063358,1321530,1
4447973,1063358,1343841,1
4448047,1063358,1349790,1
4448739,1063358,1403869,1
4448805,1063358,1408943,1
4449457,1063358,1458133,1
4450400,1063358,1530947,1
4450411,1063358,1532164,1
4450705,1063358,1552255,1
4450959,1063358,1571893,1
4451726,1063358,1628464,1
4452630,1063358,1693682,1
4452880,1063358,1713861,1
4453060,1063358,1728481,1
4454179,1063358,1811284,1
4455050,1063358,1877492,1
4456662,1063358,2000645,1
4456694,1063358,2002495,1
4457150,1063358,2035712,1
4457239,1063358,2042916,1
4458017,1063358,2107771,1
4458239,1063358,2123198,1
4458493,1063358,2142045,1
4458679,1063358,2155339,1
4459016,1063358,2181209,1
4459127,1063358,2189850,1
4459292,1063358,2202096,1
4459315,1063358,2204911,1
4459790,1063358,2241967,1
4461338,1063358,2364626,1
4461674,1063358,2388559,1
4461766,1063358,2395733,1
4461961,1063358,2409396,1
4463948,1063358,2562506,1
4465139,1063358,2653770,1
4465862,1063358,2709768,1
4465911,1063358,2712891,1
4466350,1063358,2746004,1
4466400,1063358,2749771,1
4466489,1063358,2756093,1
4468564,1063358,2919128,1
4468923,1063358,2947360,1
4470617,1063358,3074461,1
4471278,1063358,3126210,1
4471933,1063358,3174540,1
4474991,1063358,3404678,1
4475102,1063358,3412236,1
4475287,1063358,3425343,1
4475599,1063358,3448566,1
4477841,1063358,3617986,1
4477935,1063358,3625968,1
4477966,1063358,3628607,1
4478296,1063358,3652601,1
4478738,1063358,3687461,1
4479076,1063358,3714365,1
4480359,1063358,3816746,1
4480581,1063358,3834690,1
4480627,1063358,3837583,1
4480737,1063358,3847365,1
4480985,1063358,3865284,1
4481694,1063358,3917718,1
4482851,1063358,4004892,1
4482949,1063358,4013269,1
4483370,1063358,4044725,1
4483455,1063358,4050820,1
4483555,1063358,4058503,1
4483660,1063358,4066461,1
4484649,1063358,4145209,1
4485876,1063358,4234725,1
4486850,1063358,4310711,1
4488461,1063358,4430227,1
4489632,1063358,4522921,1
4489818,1063358,4536521,1
4490739,1063358,4609546,1
4492112,1063358,4719082,1
4492364,1063358,4736141,1
4492738,1063358,4761922,1
4492806,1063358,4766604,1
4493328,1063358,4807640,1
4493583,1063358,4825311,1
4494224,1063578,1006769,1
4494368,1063578,4000526,1
4494538,1063857,40089,1
4495361,1063857,294495,1
4497023,1063857,810239,1
4497314,1063857,910709,1
4497387,1063857,933111,1
4498711,1063857,1332795,1
4499137,1063857,1452565,1
4499334,1063857,1514088,1
4499535,1063857,1576749,1
4500878,1063857,2007178,1
4500990,1063857,2043474,1
4501275,1063857,2133514,1
4502030,1063857,2367245,1
4503524,1063857,2810566,1
4503579,1063857,2826227,1
4503931,1063857,2943501,1
4505287,1063857,3344742,1
4506192,1063857,3627974,1
4506828,1063857,3825642,1
4506918,1063857,3853201,1
4507301,1063857,3978466,1
4507370,1063857,3997961,1
4507518,1063857,4045914,1
4507582,1063857,4068010,1
4507638,1063857,4081208,1
4508031,1063857,4202387,1
4509196,1063857,4548386,1
4509209,1063857,4551885,1
4509435,1063857,4617089,1
4509933,1063857,4767612,1
4512362,1064989,392663,1
4512512,1064989,958503,1
4513122,1064989,3459957,1
4515118,1065630,4025675,1
4515550,1066504,2174663,1
4516538,1068490,447388,1
4517488,1068490,3078242,1
4517623,1068490,3449131,1
4518475,1069020,651758,1
4519043,1069020,2642260,1
4519378,1069020,3774522,1
4519869,1069846,189368,1
4519993,1069846,1062390,1
4520490,1069846,4530868,1
4521208,1070876,2265763,1
